ID	RNA_LD03	RNA_LD03	RNA_LD03	RNA_LD06	RNA_LD06	RNA_LD06	RNA_LD09	RNA_LD09	RNA_LD09	RNA_LD12	RNA_LD12	RNA_LD12	RNA_LD15	RNA_LD15	RNA_LD15	RNA_LD18	RNA_LD18	RNA_LD18	RNA_LD21	RNA_LD21	RNA_LD21	RNA_LD24	RNA_LD24	RNA_LD24	RNA_mean.level	RNA_max.level	RNA_rhythm.pvalue_original	RNA_rhythm.pvalue_Brown	RNA_rhythm.pvalue
Ot13g00690	6.778385591	6.602631945	6.28453836	6.828099085	6.306478845	6.378501346	6.519341545	6.494491844	6.603345239	5.413140452	5.721744302	5.220465229	5.615461105	5.493562002	5.388268913	7.633324818	8.450249514	8.354387075	8.784595947	8.897443875	9.084530582	8.290948458	7.813391036	8.004252516	6.95673248433333	9.084530582	1.68907180336916e-05	1.68907180336916e-05	1.68907180336916e-05
Ot14g03170	7.034142833	6.906917257	7.074657403	7.108713382	NA	7.085451933	7.548849172	NA	7.633781861	6.738769465	6.945617489	6.735910638	5.52966273	5.207266748	5.329786687	5.263403599	4.734039888	4.897906361	6.215020131	5.791100013	5.93568469	7.001722455	6.9804227705	6.825528451	6.38747072529546	7.633781861	0.000109029684791033	0.000109029684791033	0.000109029684791033
Ot15g00550	7.752414458	8.041595503	8.198367883	7.593824018	7.889814961	8.075831935	8.613067325	8.239728796	8.284928387	7.575689665	7.31805987	7.473760817	7.38106608	7.278873477	6.985176603	7.362524725	7.642558492	7.501458699	7.829373491	8.409403532	8.712120797	7.955817057	8.167376529	8.44612078	7.86370641166667	8.712120797	0.0304942626608629	0.0304942626608629	0.0304942626608629
Ot15g01440	7.195106898	7.438610701	7.65769539	7.655910729	7.757597106	8.283139709	8.260768299	8.159779792	8.050535171	8.370644784	8.301685917	8.731668192	7.993365875	8.138971041	7.71720799	7.791462468	8.075783116	8.003343594	7.683352723	7.581965178	7.57553605	7.699940547	7.4539896915	7.476947361	7.8772920134375	8.731668192	7.26681102429343e-07	7.26681102429343e-07	7.26681102429343e-07
Ot14g01340	7.738234978	8.05674235	8.024379112	7.638749647	7.924152792	7.87883789	7.206121227	7.788673301	8.26514866	6.342311228	6.859706931	7.165574394	7.103534307	7.101090193	7.285219799	7.494101334	7.857096052	7.945192368	8.180441243	8.424587216	8.377496475	8.117515354	7.981180383	8.233563544	7.70790211575	8.424587216	4.97932459346862e-06	4.97932459346862e-06	4.97932459346862e-06
Ot14g03050	6.800699883	7.593919971	7.772172834	7.295174752	8.067768215	8.345072723	8.545209087	8.420293256	8.645385325	7.760763205	7.749031702	8.268198953	7.548052057	7.324012751	6.767091346	7.389972591	7.350171639	6.83004264	7.528417113	7.531408795	7.889767813	7.417546713	7.255683876	7.500725859	7.649857629125	8.645385325	0.00444456633978786	0.00444456633978786	0.00444456633978786
Ot15g00580	7.707981905	8.920077416	8.801131891	7.733743235	8.368465669	8.424653294	6.656436053	7.459864849	7.705950025	3.3988245	4.105406091	4.194659851	3.611972079	2.837939246	3.183014438	3.21538995	3.222024592	3.283267765	5.798645062	7.026873714	6.359974817	7.601190923	8.619675674	8.542706831	6.11582791125	8.920077416	6.7778280061986e-07	6.7778280061986e-07	6.7778280061986e-07
Ot15g01680	8.504080589	8.7284429745	8.91869409	8.683052801	8.630187761	8.935859247	6.37640158	7.30347066	7.581226451	2.56427934	3.250645696	3.407930383	2.035194375	1.779293329	1.8600454	1.336282037	1.509080549	1.482926439	1.708074439	2.132801277	1.640721551	7.4854984	7.819963033	7.72274362	5.05820400089583	8.935859247	7.4446120896386e-07	9.7080597338622e-10	9.7080597338622e-10
Ot14g01840	7.804005431	7.495767554	7.380601213	7.753439124	7.395489237	7.341167863	7.764862283	7.535269389	7.585966449	7.549902944	7.261694528	7.476799048	7.011900488	6.58403325	6.625864503	6.545236564	6.074473611	6.421042525	6.639391053	6.856613842	6.729607247	7.497107884	7.254428334	7.227400786	7.15883604791667	7.804005431	6.71815632407155e-07	6.71815632407155e-07	6.71815632407155e-07
Ot14g03130	7.562223252	7.289754342	7.484063501	7.441775119	7.025780627	7.079069601	7.455043156	7.192461578	7.387666526	7.401298734	7.270544248	7.463666205	7.784348766	7.857780652	7.847862843	8.032272025	8.031120891	8.117540259	7.291672192	7.039458489	7.163367852	7.196586368	7.292555691	7.334970448	7.46012014020833	8.117540259	0.00666644205149779	0.00666644205149779	0.00666644205149779
Ot15g00610	7.633236842	7.826184435	7.929934287	7.837110435	7.868544159	8.068113892	7.794687626	7.485197401	6.68790226	8.046573645	7.71646742	7.830698523	7.996069671	7.862594017	7.884456091	7.889603727	7.749202604	7.732069929	8.052814313	8.020142513	8.764982426	7.90362429	7.722123766	8.300838924	7.85846554983333	8.764982426	0.412101241377586	0.0210934515820453	0.0210934515820453
Ot15g01720	7.65554037	7.706020278	8.019445656	7.738768519	7.99285344	8.011504631	8.361501717	8.882407438	9.13458866	7.487623612	7.883808712	8.04957063	7.897697387	7.87905338	7.89706993	8.005820057	8.058855527	8.049176655	8.063337278	8.401746299	8.441276678	7.909242958	8.018173357	8.247690503	8.074698903	9.13458866	0.1814132568187	0.1814132568187	0.1814132568187
Ot14g01600	8.156638926	8.39964208	8.569628343	8.379043123	8.846614677	8.909251913	8.137137745	8.227718253	8.491799277	7.691961725	7.802562512	7.982179929	7.400257338	7.053455854	7.086021446	7.433660354	7.348995379	7.215419628	7.624503153	7.579806516	7.579361852	7.957414642	8.133459087	8.317863933	7.930183236875	8.909251913	7.94217617595071e-07	7.94217617595071e-07	7.94217617595071e-07
Ot14g03410	6.082853305	5.35397677	5.090016358	5.452605099	4.734449505	4.685431746	5.261466822	4.655393595	4.580043658	4.844450056	4.035885751	3.853302103	5.085679957	4.734459679	4.392672067	7.906554863	8.380509987	8.260318424	9.064407686	9.081012051	9.180136137	8.557834021	7.697650753	7.860470335	6.20131586366667	9.180136137	1.32882837715614e-06	1.32882837715614e-06	1.32882837715614e-06
Ot15g00820	7.741518045	8.07383073	8.131600422	8.010872561	8.257960688	8.187772971	8.246978658	7.689330184	7.364197837	8.1683133	7.969342972	7.465920998	7.932233668	8.253854674	8.175261263	8.084550036	8.52792757	8.156183534	8.074778409	8.672850842	8.696253899	7.993317503	8.178669499	8.762669347	8.11734123375	8.762669347	0.028382397249465	0.028382397249465	0.028382397249465
Ot15g01840	6.103557186	6.773836855	6.6550331	6.377793784	7.12400802	7.59265238	6.625298428	7.262968423	7.483640045	6.891110355	6.475177057	6.667509422	8.301437752	8.295295426	8.153013478	8.834631534	8.915945305	8.678225575	8.378510384	8.250213648	8.513507585	7.009180607	6.782434661	6.744400497	7.45372422945833	8.915945305	6.70208758000342e-07	6.70208758000342e-07	6.70208758000342e-07
Ot02g02670	7.555176718	7.74464498	7.791539432	7.733765995	8.060487826	8.215818831	7.518335604	7.346521906	7.214483797	7.822556123	7.239755579	7.177885639	7.331981495	7.270369848	7.495788683	6.64961202	6.610821318	6.774271086	6.822316193	6.575296014	6.37983396	7.015754563	7.300711695	7.281105437	7.28870144758333	8.215818831	7.11371801315536e-07	7.11371801315536e-07	7.11371801315536e-07
Ot03g04580	7.444496727	7.618250522	7.485456511	7.484106268	7.666986707	7.835310426	7.685098711	7.69872127	7.77957106	7.369284516	7.229721484	7.285163868	7.443809097	7.432392838	7.384392228	7.480087893	7.388682528	7.238771476	7.590555221	7.737165965	7.87045162	7.36991932	7.39156029	7.284473758	7.50810126266667	7.87045162	0.245416539300752	5.78708991959126e-11	5.78708991959126e-11
Ot02g06780	7.262575516	7.278009247	7.367356235	7.034942136	7.048063961	7.181107727	7.212894212	6.767876349	6.729728553	7.053643789	6.610325989	6.551172116	7.235661304	7.139604406	7.075827776	7.581851714	7.651954258	7.603731635	7.521199739	7.814316129	7.789629755	7.427697448	7.518773175	7.544067819	7.25008379116667	7.814316129	1.18107618390984e-06	1.18107618390984e-06	1.18107618390984e-06
Ot03g04160	6.062792841	5.917440895	5.86681011	5.351701169	5.195890463	5.074214278	6.00142569	4.949211563	4.643496337	7.030035971	6.479583341	6.342575869	7.93898206	7.807810109	7.552682335	8.56010941	8.530047368	8.506770263	8.34815038	8.531216585	8.7104202545	7.112880286	6.84352384	6.949778821	6.84614792660417	8.7104202545	9.58498845680541e-07	9.58498845680541e-07	9.58498845680541e-07
Ot14g00430	7.63809853	7.841016416	7.841301241	7.551317627	7.681058088	7.604008265	8.008726084	7.901994045	7.904763054	7.11516662	6.955933782	6.878757319	5.992508528	5.836877538	5.776430428	5.67164901	5.788680627	5.901469629	6.39294466	6.561623552	6.366021191	7.559477329	7.650332523	7.596076518	7.0006763585	8.008726084	0.00327527213871945	0.00246573263184346	0.00246573263184346
Ot09g04250	7.472327159	7.832961063	7.873225642	7.773759374	8.193180571	8.249699969	8.018009981	8.074879843	8.342187623	8.000218235	7.798779391	8.158756875	8.171391913	8.154689597	8.116114528	7.883309271	8.03508573	7.921252191	7.394396778	7.462103514	7.787301462	7.450664266	7.34107426	7.27694439	7.86592973441667	8.342187623	0.000555364805259728	0.000555364805259728	0.000555364805259728
Ot09g01470	7.118378632	7.335261696	7.426763433	6.891056242	7.457564348	7.563441587	7.875598558	NA	8.116087549	7.353066741	7.292232776	7.25671748	5.977545692	5.666602114	5.804302291	5.380192121	5.24809278	5.318173534	5.767601927	5.619078998	5.851154035	6.620967102	6.7092771925	6.825975527	6.62935358067391	8.116087549	8.51839404223981e-07	8.51839404223981e-07	8.51839404223981e-07
Ot07g04210	6.761952493	6.704167393	6.399702434	7.651461925	7.537252821	7.427611968	8.491466476	8.385074012	8.817250665	7.936322376	9.023510174	9.299506937	7.48637891	7.560291436	7.590340889	6.964878003	7.185483685	7.435168713	7.027747349	6.932084467	6.873195007	6.595712537	6.552751285	6.42134297	7.460860621875	9.299506937	9.57064256772795e-07	9.57064256772795e-07	9.57064256772795e-07
Ot07g00770	7.702124716	7.749813917	7.635872492	7.356675704	7.5894657055	7.571787795	7.232750681	7.380351421	NA	7.097405113	6.859341481	NA	6.612165381	6.557468956	6.618654644	6.34135812	6.251552089	6.515455709	6.682932052	6.674041444	6.876152172	7.268173502	7.441272763	7.580081708	7.07249534388636	7.749813917	0.00333261401932019	4.84047398170879e-07	4.84047398170879e-07
Ot07g01140	6.824400847	6.862812232	6.793800071	7.276947981	7.511205097	7.537720279	8.573455943	8.475348183	8.409002025	7.940379509	8.457242838	NA	5.917997181	5.428959207	5.52379929	5.294937698	4.727033745	5.455557919	5.402643624	4.347225905	4.404103123	5.65646791	5.53148628	5.585909715	6.43210593921739	8.573455943	0.00332839572914461	0.00332839572914461	0.00332839572914461
Ot07g04490	7.077942182	7.035418587	7.028540575	7.243443647	7.16889214	7.247215436	7.93310323	7.787133495	7.712035626	7.674101389	7.989568342	8.102991964	7.589456346	7.60846149	7.8303532	7.907627868	7.759282177	7.749739436	8.015342064	7.989632998	8.079161224	7.539007239	7.377293982	7.340283056	7.61608448720833	8.102991964	0.00654529437789173	0.00654529437789173	0.00654529437789173
Ot07g04180	7.645690484	8.014742618	7.990560076	7.999381448	8.649108884	8.675876525	8.683742227	8.884739258	9.393538707	7.424449807	7.743767622	7.917376195	7.196114291	7.311454464	7.468257991	6.899369486	7.110057732	7.261128046	7.233626561	7.15027311	6.928947052	7.325843464	7.450340164	7.383805345	7.73925798154167	9.393538707	0.00329421716177222	0.00329421716177222	0.00329421716177222
Ot07g01530	5.826126257	4.467211055	3.89190384	4.564451509	4.104344692	3.925637426	4.274842982	3.629119858	3.78926133	7.855239423	6.848364776	6.733696763	8.723111647	8.417368905	8.111250402	8.561187379	8.49874865	8.093860737	8.397380981	7.944881319	7.757506706	7.528252072	6.331369112	6.13471608	6.43374307920833	8.723111647	7.61940552051124e-07	7.61940552051124e-07	7.61940552051124e-07
Ot07g01120	8.069071704	8.064763698	8.080804045	7.920681294	7.94482971	7.889158056	7.037852864	7.088058405	7.441232189	7.597985852	7.36002649	7.398799558	7.625150278	7.315089396	7.383237251	7.934111	7.457029218	7.492429411	7.829425846	7.390195135	7.395258503	7.67511676	7.759705953	7.86290041	7.62553804275	8.080804045	0.0200051666794983	0.0200051666794983	0.0200051666794983
Ot07g04470	7.925386613	7.51214391	7.673453488	7.518166051	6.89366271	6.879451532	6.365143601	5.592697477	5.54971481	7.000342318	6.858492432	6.921990836	7.516448153	7.633341841	7.550395637	7.882641227	7.867266677	7.84674115	7.904776249	7.965008075	8.260550384	7.921115093	7.97916519	7.987973045	7.375252854125	8.260550384	7.61817053121501e-07	7.61817053121501e-07	7.61817053121501e-07
Ot07g03440	7.470328965	7.525498438	7.632393237	7.767726968	7.568715399	7.549535214	6.816020038	6.114664086	5.989822446	7.787574019	7.42950683	7.27876393	7.726145809	7.69790014	7.712174522	7.79377784	7.729829856	7.545378047	7.705515323	7.501427059	7.549196168	7.276398948	7.292921438	7.26511662	7.40526380583333	7.79377784	0.283555266853144	0.283555266853144	0.283555266853144
Ot08g03940	7.468148597	7.808954159	7.748853563	7.650007899	7.635653832	8.063067275	8.714746033	8.287405594	8.349206417	8.071893676	7.913908678	8.010142553	8.251991023	8.138779576	8.007011582	8.172689668	8.023390921	7.884389264	8.02774282	7.8229742	7.647903787	7.934413019	7.573437081	7.927427547	7.9639224485	8.714746033	0.0113559742162096	0.0113559742162096	0.0113559742162096
Ot08g04140	2.41620159	2.794577305	1.97370286	3.245110916	3.216237916	3.354664151	5.977066767	5.267712119	5.501334295	8.908392664	8.04258331	8.0443858205	9.301032971	9.120068531	9.452459205	8.33688571	8.041555297	8.851854877	3.103748214	2.476800242	2.179282222	2.580038127	2.481590288	1.934223796	5.2750628830625	9.452459205	8.59060011519754e-07	8.59060011519754e-07	8.59060011519754e-07
Ot09g01220	8.148166973	8.588416923	8.799868094	7.87494558	8.589935453	8.53024166	6.990178929	7.394634249	7.429578464	4.790152792	5.246748911	4.306721218	4.937908305	4.549819723	5.071365016	5.021643189	4.695281971	4.88625088	5.57252516	5.756268923	4.86934317	7.904166349	8.15235938	7.926044465	6.501356907375	8.799868094	2.75067898540651e-05	2.75067898540651e-05	2.75067898540651e-05
Ot08g03950	7.26570664	7.069530823	7.042461826	6.747055966	6.336184694	6.566758767	7.158644848	7.513781797	7.640334466	6.965537597	7.071447547	7.293591477	6.940371264	6.753217619	6.797239611	6.919113041	6.978084146	7.05129983	7.517269251	7.751185489	7.784416827	7.627950225	7.490052311	7.624811491	7.162751981375	7.784416827	0.113674713984784	0.113674713984784	0.113674713984784
Ot08g04160	7.923213762	8.342877733	8.244729243	7.982713308	8.316322748	8.074660853	7.597176694	7.920984075	8.137928392	5.245766316	6.343854103	5.922193557	4.737158299	4.082648889	4.19072506	4.996208902	4.831282391	4.787937443	7.042053228	7.071460489	6.996292715	7.649454207	7.974208475	7.848049256	6.76082917241667	8.342877733	0.00179694996320581	0.00179694996320581	0.00179694996320581
Ot09g00350	7.714025067	7.268761549	7.204873849	7.848517691	7.1599830255	6.982656103	7.347717551	7.18176992	7.029854212	7.768451246	7.600713534	7.4326602515	7.641123038	7.714636095	7.678455874	7.793090147	7.448245802	7.247080349	7.417315174	7.289578038	7.3843010595	7.569067266	7.426734155	7.298765771	7.43534903197917	7.848517691	0.0884300956865312	0.0884300956865312	0.0884300956865312
Ot09g01230	8.098644719	8.53951934	8.52750659	7.829136853	8.103819212	8.157135613	5.516604485	6.205908279	6.39769148	5.362358342	5.774278653	5.929856843	6.419688649	6.537848071	6.475737323	6.969427805	6.947519942	7.067627366	7.616662031	7.577530198	7.349807657	8.362896128	8.497220728	8.427261219	7.19548698025	8.53951934	0.00386071276985605	0.00386071276985605	0.00386071276985605
Ot08g03760	7.694253193	7.59178987	7.599913911	8.142936079	7.666331355	7.641782945	7.005435415	6.732356302	6.696338252	7.146507115	7.193259051	6.932103441	7.751216943	7.621294379	7.594781201	8.078175726	7.978057561	7.811983887	7.870013906	7.833091509	7.826335722	7.672007018	7.552655123	7.32624836	7.53995284433333	8.142936079	0.00012754146965156	0.00012754146965156	0.00012754146965156
Ot08g04200	4.303977765	4.449631712	4.064154961	4.597798127	4.75510174	4.190612982	7.009119952	6.900157105	6.907578059	8.050856236	9.228979581	9.318222786	7.586023745	7.791599566	7.732265595	7.251475817	7.416993189	7.524775033	6.888823239	6.585641329	6.736087986	5.899354366	5.558130785	5.511125762	6.51077030908333	9.318222786	0.000118976075329219	0.000118976075329219	0.000118976075329219
Ot09g00390	8.050594712	8.330465509	8.166516794	8.411538319	8.409264648	8.609759458	7.808640027	7.847566136	8.104591837	7.274161617	7.789236457	7.903570147	6.889002859	6.54719805	6.603814865	6.908854013	6.622419155	6.954864683	6.654279442	6.03226918	5.861230358	7.167742641	7.20888623	7.243550257	7.39166739141667	8.609759458	0.000723243881005363	0.000723243881005363	0.000723243881005363
Ot09g01260	8.39336222	8.1465668355	8.19190323	8.419326269	8.002803016	7.942338326	6.815417493	6.732240634	6.726615288	6.676715392	6.636481422	6.53138783	6.433726432	6.394282468	6.352212063	6.681805003	6.4185969	6.268259493	7.38711943	7.408335598	7.155310016	8.019652665	8.186338206	8.070157294	7.24962306347917	8.419326269	0.00259686411705288	0.00259686411705288	0.00259686411705288
Ot03g03480	6.963305131	7.350846247	7.293447443	6.876956721	7.217519993	7.076938937	7.31435773	7.643725506	7.665857937	7.978857524	9.003544057	9.085845976	7.51662584	7.849316068	7.790164744	7.021463581	7.552831949	7.499902373	7.496353311	7.705682995	7.761944368	7.217701066	7.385598247	7.329371622	7.56658997358333	9.085845976	0.0215090526928401	0.0215090526928401	0.0215090526928401
Ot09g00010	7.310338765	7.135497205	7.329205159	6.511216341	6.427192778	6.435453837	7.062557203	6.11324164	5.975441488	7.770579181	7.758402561	7.858153727	7.732149715	7.754115546	7.684006591	7.957963209	7.954997248	8.051815808	8.045447808	7.955159436	7.96336955	7.777081452	7.596588932	7.682348663	7.41009682679167	8.051815808	0.0640445852124869	0.0640445852124869	0.0640445852124869
Ot06g02210	5.589767331	5.614546834	5.637696005	4.310178425	4.320576214	4.241925926	3.567712501	3.977580857	4.000535137	5.942854549	5.349884441	5.126418074	8.562843153	8.854234865	8.839602978	9.568690749	9.660756445	9.61353968	8.508269325	7.858828549	8.228478112	7.219629235	7.188222587	7.355472447	6.630760184125	9.660756445	0.000342903364334294	0.000342903364334294	0.000342903364334294
Ot06g02470	8.098182802	8.327981295	8.160209231	8.132546295	8.460004472	8.300694782	8.203418619	8.107452952	8.430084683	6.583385085	6.861961834	6.573753259	5.813898324	6.188058985	5.888686683	5.695075549	5.855273033	5.920142864	6.066036641	5.831150434	5.600286734	6.876918831	7.206634745	6.987994648	7.00707636583333	8.460004472	9.21822209404272e-07	9.21822209404272e-07	9.21822209404272e-07
Ot06g02810	8.106531639	8.310969894	8.411872079	8.460358917	8.668435784	8.711172395	8.219550736	8.628718042	8.572798268	7.809440042	7.862572397	7.445303826	7.840485948	7.965201715	8.013173617	7.777962698	7.855072881	7.851437209	7.724859514	7.7371457	7.534829375	7.606615369	7.82637637	7.832148885	8.03220972083333	8.711172395	8.47784679353893e-07	8.47784679353893e-07	8.47784679353893e-07
Ot06g03200	7.525001817	7.652274388	7.668219482	7.382228389	7.200549701	7.259018876	6.840251166	6.450986767	6.403664534	7.013018531	6.566216235	6.634544335	7.036394064	7.266138154	7.105929295	7.6238108	7.684140008	7.553427274	8.248999528	8.208715396	8.196834791	7.897165281	7.870596893	7.784162498	7.37801200845833	8.248999528	7.99014166562229e-07	7.99014166562229e-07	7.99014166562229e-07
Ot06g02230	7.322838402	7.035100235	6.884834968	7.200979513	7.302637508	7.32484368	7.859661418	7.103937961	7.3171953	8.263591534	7.836054315	7.586953769	7.996314201	7.800208577	7.74677958	8.171161499	7.825390014	7.632374236	8.134376639	7.920510068	7.884248179	7.827269531	7.552405325	7.601298658	7.63045687958333	8.263591534	8.90280533371626e-07	8.90280533371626e-07	8.90280533371626e-07
Ot06g02500	8.35890478	8.378720305	8.213513077	8.644500548	8.946407443	9.222430165	7.829841116	8.232287147	8.512711712	7.478267211	7.839306985	7.864914709	7.204438011	7.144628618	7.469795878	7.713011563	7.571561968	7.729670157	7.491722732	7.260799584	7.410816017	7.412067023	7.334336151	7.26652987	7.85546594875	9.222430165	7.93133679505626e-07	7.93133679505626e-07	7.93133679505626e-07
Ot06g02830	7.584041737	7.168959299	7.296413793	7.776379275	7.174944931	7.319452471	7.430226305	7.703918398	7.530637436	7.364737908	7.362548108	7.619677974	7.012036519	6.902139586	6.830917873	6.797808741	6.646233063	6.648200979	6.747431863	6.586050236	6.575179784	6.99509364	7.013321932	7.027605675	7.12974823025	7.776379275	7.60455654745489e-07	7.60455654745489e-07	7.60455654745489e-07
Ot07g01560	7.154106979	7.218615181	7.198372851	8.349826768	8.213284454	8.214865788	7.858441029	7.734762786	7.91151963	8.524118565	8.298470241	8.277117541	7.76936187	7.730815946	7.874132211	5.939010887	5.595635552	5.829975151	5.025250282	4.372792337	3.966650295	5.840005837	6.142520509	6.010332197	6.96041603695833	8.524118565	6.31816923709284e-07	6.31816923709284e-07	6.31816923709284e-07
Ot07g01280	7.546269801	7.377804407	7.410146505	7.664048514	7.537461886	7.738626633	7.903321848	7.843773885	7.865586672	7.420247201	7.75916245	7.873259961	7.118123346	6.965373262	7.006205228	6.967592812	6.78641446	6.795847332	7.275359699	7.178665192	7.092257035	7.36669786	7.27521343	7.305424332	7.37803682295833	7.903321848	6.45976700460124e-07	6.45976700460124e-07	6.45976700460124e-07
Ot07g00910	7.867874115	7.885544633	7.578504565	8.003327489	7.898984394	7.70503406	7.447410327	7.719742559	8.414352453	7.13340928	7.059706339	7.341529584	6.93508473	6.873257258	7.074102445	7.214145175	7.021275143	7.057381105	7.238180644	7.314907232	7.43284198	7.50661243	7.584516902	7.118387556	7.43442134991667	8.414352453	1.77752675566525e-05	1.77752675566525e-05	1.77752675566525e-05
Ot07g04270	6.62310364	6.839977767	6.5558551725	6.563746172	6.357942701	6.102425908	6.915918212	6.77227216	6.848406337	8.566888815	8.453652713	8.981673321	8.549041628	8.531435377	8.685402887	8.064589652	8.010000915	8.261373731	7.21665237	6.795135641	6.47338038	7.19731964	7.001399549	6.909574819	7.38654872947917	8.981673321	2.61874784525658e-05	2.61874784525658e-05	2.61874784525658e-05
Ot07g01540	7.180786357	7.016804113	6.607593416	7.244671294	7.401298646	6.940776619	8.463884831	8.344634496	8.40490183	7.518008343	8.132779101	8.54233836	7.793881685	7.470402594	7.7227127665	7.72701207	7.893963891	8.090539809	7.930714028	7.766147832	7.873573036	7.572838025	7.262840038	7.1991031035	7.67092526183333	8.54233836	0.0153064761459749	0.0153064761459749	0.0153064761459749
Ot07g01240	7.682690632	7.882013607	7.752526435	7.920171459	8.019732971	7.822533704	8.256958056	8.308251533	8.306761488	7.882363899	8.01856636	7.864914709	8.207961778	7.98752852	7.948017312	7.936691636	8.101118265	7.827853775	7.774955263	7.75250176	7.847648532	7.60411407	7.339897788	7.241363839	7.88696405795833	8.308251533	0.00169978586144379	0.00169978586144379	0.00169978586144379
Ot07g00880	6.555829056	6.670583264	6.533988868	7.135062752	7.01364971	6.648626372	7.077586444	7.097344777	6.729181538	8.644978962	8.032204819	8.254077736	8.719709246	8.316583825	8.410376366	8.40453816	8.339295686	8.357896696	7.443735414	7.745600475	7.842443682	6.882492701	6.722272702	6.679633588	7.510737201625	8.719709246	7.68592173849126e-07	7.68592173849126e-07	7.68592173849126e-07
Ot07g04250	7.905635071	8.05230946	8.002645124	7.660820891	7.749174029	7.791291764	7.884834575	7.81203746	7.836009454	6.593303737	6.477385604	6.628518547	5.113693429	4.189583249	4.347775678	6.095926689	5.495306987	5.748508254	6.994794575	6.777811062	6.685567069	7.820817697	7.794534003	7.798604246	6.88570369391667	8.05230946	0.0066648923431245	0.0066648923431245	0.0066648923431245
Ot07g00730	8.08199935	8.696338799	8.567283799	7.838481216	8.331351192	8.209987434	7.008209139	7.598755988	7.7413109275	3.360563262	3.617379831	3.471239197	2.823827949	2.228836535	2.33915408	2.665720748	2.498670798	2.305015048	5.263261416	5.686914372	5.24984133	7.734688198	8.137232874	8.03157232	5.72865149177083	8.696338799	7.55753529587737e-07	7.55753529587737e-07	7.55753529587737e-07
Ot07g01210	7.936244087	8.062324509	8.16517942	8.379653195	8.454752899	8.574283294	8.070566826	8.143905899	8.270326551	7.45968125	7.473304061	7.229116395	7.127849503	6.961301087	7.018797707	7.051167489	6.946896899	6.999894945	7.769153287	7.790292997	7.657033986	7.907649819	7.839323443	7.709541465	7.70826004220833	8.574283294	7.09507307271279e-07	1.59078614400919e-11	1.59078614400919e-11
Ot07g00840	5.686622549	5.6090754	5.357814164	6.06424804	6.037833821	5.816356452	7.503084348	7.323277502	7.389638508	8.097161095	9.49968309	9.818075788	7.897666276	7.593157837	7.243883676	7.87184516	7.84096409	7.652550567	7.725107841	7.463039829	7.586956708	6.334581314	5.814860713	5.602428179	7.11791303945833	9.818075788	0.00233932337624892	0.00233932337624892	0.00233932337624892
Ot07g04230	8.141276257	8.790811606	8.598793261	8.012887318	9.163673427	9.285361486	6.881677676	7.88013165	7.995453164	4.94191953	6.365431959	6.110375989	4.830667295	4.609411421	4.701292998	4.355998846	4.57122805	4.852519902	4.628273581	4.58981566	3.828978722	5.564447422	6.464405402	6.228482716	6.30805480575	9.285361486	7.44175430867081e-07	7.44175430867081e-07	7.44175430867081e-07
Ot07g00750	6.816080221	6.36141079	6.49092236	6.851989189	6.118544995	6.291553269	7.467470585	6.915008035	7.074682336	8.017857991	7.787348013	7.880196859	7.806404093	7.644453216	7.668097431	7.690685857	7.427379169	7.745736637	7.039504084	7.132024087	7.172447612	6.930319576	6.570020296	6.661808124	7.14841436770833	8.017857991	6.33660814535923e-07	6.33660814535923e-07	6.33660814535923e-07
Ot07g01190	6.594582668	6.757710399	6.980787079	5.554467453	5.355290441	5.493554345	8.007535663	8.295047848	8.473579303	6.861151721	6.951232684	6.946657806	6.400371814	5.86671498	5.897188251	7.000429739	6.478221954	6.458987934	7.08845219	6.567453126	6.652059037	7.26357735	7.526093126	7.501516342	6.79052763554167	8.473579303	0.742987094847127	0.742987094847127	0.742987094847127
Ot07g00810	6.771277754	6.462182824	6.597267729	6.111497886	5.986940152	5.844660504	6.637098523	6.328215775	6.1454398	7.927634506	7.710530332	7.687713873	7.915908948	7.998178072	7.939620573	8.154209054	8.141520196	8.123088743	7.897580521	7.819456813	8.008738401	7.179561905	7.038398613	7.029428491	7.22733958283333	8.154209054	7.10247763145198e-07	7.10247763145198e-07	7.10247763145198e-07
Ot05g03140	7.831577862	8.000159945	8.450760722	8.478688795	8.155652627	8.209502287	8.020664379	8.252288587	7.394646108	7.30936172	8.011678942	6.922851321	7.665685678	7.961116818	7.887631952	7.699030525	7.917766415	7.6757059105	7.545276916	7.571368628	7.200404882	7.220192144	8.02664713	7.845713888	7.80226559089583	8.478688795	0.0731454606420223	0.0731454606420223	0.0731454606420223
Ot05g02470	7.273436486	6.906605364	6.857244537	6.285509777	6.067194752	6.047601023	5.100020118	4.839754212	4.504903931	7.142958286	6.768767268	6.690345465	7.802845545	7.950222795	7.840999325	8.344169435	8.346025588	8.215066793	8.143878747	8.074621502	8.194618893	7.762931238	7.516432435	7.512128083	7.09117839991667	8.346025588	5.72475244496261e-07	5.72475244496261e-07	5.72475244496261e-07
Ot05g02670	3.153511418	2.853323331	2.332029026	4.212338047	3.0490901685	2.911392687	5.485778563	3.514297489	3.373876416	7.878776354	7.964885033	7.478510011	8.975597761	8.947706294	8.980679171	8.983289809	8.72245265	8.910598973	6.010638693	5.703595301	6.233576719	3.299293098	2.809163336	2.424597271	5.59204156747917	8.983289809	7.38605772331774e-07	7.38605772331774e-07	7.38605772331774e-07
