ID	LD00	LD04	LD08	LD12	LD16	LD20	LD24	LD28	LD32	LD36	LD40	LD44	LD48	LD52	LD56	LD60	LD64	LD68
258487_at	56.5	53	43.7	41.6	46.4	42.2	38.5	25.6	49.1	41.8	41.4	36.6	75.4	59.7	63.3	53.3	50.4	59
258488_at	133.5	109.5	125.8	123.1	136.3	124.2	121.6	139.4	141.9	111.3	99.5	120.5	105	97.9	109.4	81	83.2	83.7
258489_at	248.5	297.6	305	308.8	231.6	258.3	228.5	266.3	294.8	312.4	323.7	252.5	226.8	308	320.3	310.4	247.7	214.4
258490_at	2.8	1.6	2.5	1.9	2.6	1.2	1.9	2.1	1.3	0.5	2.2	0.8	1.9	2.6	0.7	0.9	2.8	2.5
258491_at	273	104.8	123.9	116.9	207.8	223.8	190	218.8	106	94.3	86.7	200	185.7	94.9	124.4	118.5	200.9	205.8
258492_at	0.5	0.3	0.7	0.2	0.3	2.9	0.2	2.2	0.3	2.9	0.1	1.2	0.4	1.7	0.5	0.3	11.8	0.6
258493_at	36.8	36.6	29.2	27.4	27.4	32.6	36.6	31.5	25	27.2	33	28.6	31.6	29.1	30.3	20.9	37.6	25.6
258494_at	143.5	176.3	192.2	183.3	142.9	134.1	155.5	169.6	209.3	219.6	210.6	188.4	133.7	209.8	209.3	158.6	168.2	169.7
258495_at	562.8	281.9	247.4	348.9	429.9	506.6	552.3	420.5	336.8	259.7	310.9	557	636.7	238.5	244	363.3	500.6	539.3
258496_at	62.7	43.1	44.6	43.2	50.8	49.1	68.4	43.6	43.5	51.4	55.5	57.4	58.5	57.7	39.4	39.7	57	54.8
258497_at	2003.1	499.3	18.3	9.5	13	592	1898.3	13.7	11.6	9.1	370.6	248.7	2262.6	270.1	13.5	19.3	26.9	186.1
258498_at	1.1	1.4	2.9	0.7	2	1.4	1.1	2	1.2	1.1	1.4	1.2	2.2	5	4	2.9	0.9	8.4
258499_at	160	130.5	95	66.4	94.5	117.6	144.9	87.4	94	120.8	103	148.6	115.2	97.4	121.5	77.9	66.3	81.9
258500_at	3049.1	2488.7	1594.2	1512.6	1440.3	2219.9	3739.3	1617.9	1615.3	1638.5	2392.1	2248.6	6081	3568.3	2312	2141.1	2125.4	3064.7
258501_at	60.5	17.1	16.9	15.7	10.4	37.2	56.5	26.7	15.4	25.8	24	42.1	40.7	28.6	24.7	24.5	28.8	24.5
258502_at	58.5	80.1	74.4	66.2	57	62.5	67.2	65.1	63.8	79.6	78	48.4	57.6	86.1	98	69.1	55.6	52.6
258503_at	13.9	24	18.1	7.8	26.3	18.6	30.8	8.2	11.8	10.5	13.4	15.7	20.7	34.7	3.2	8.6	18.3	19.3
258504_at	17.3	24.2	21.3	12.9	15.8	16.3	16.1	13.4	15.2	19.7	12.1	11.9	24.6	29.6	23.3	23.3	17.7	39.6
258505_at	35.9	104.1	93.7	86.4	56.2	51.8	67	84.8	101	125	113.8	61.2	54.9	141.7	155.3	93.8	109.1	88.3
258506_at	28.3	46	53.7	55.8	42	48.1	35.6	25.6	40.6	43.5	45.8	29	53.3	66.4	49.6	54.5	74	83.3
258507_at	24.2	101.4	215.4	118.9	54	42.7	28.9	63.6	75.1	171.8	105.7	78.8	62.3	204.7	264.1	84.1	99.4	101.8
258508_at	1	16.4	1.1	5.1	1.5	1.7	2.2	1.3	0.9	1.8	2.4	1.3	2.4	2.1	3.4	7.3	1.8	2.2
258509_at	30.8	25.2	20.2	13.8	22.1	33.7	34.3	31	28	23.4	30.5	23.1	12.2	17.6	34.5	18.2	32.7	27.9
258510_at	15.8	21.3	21.6	14.6	22.6	23.5	18.1	20.5	15.7	18.9	17.2	14.8	31.2	24.5	28.8	41.4	35.7	22.7
258511_at	96.9	91.8	93.8	95.4	112.3	88.8	80.3	99.2	86	98.3	96.5	103	85.8	65.2	85.2	82.6	89.4	88.5
258512_at	815.3	698.5	539.1	817.4	792.1	823.8	728.2	952	779.9	521.3	645.6	924.1	621	607.5	498.5	661.1	713.5	803.5
258513_at	0	0	0.1	0.9	0.2	0.2	0.1	0.2	1.5	1.6	0.1	0.2	0.5	1.9	0.1	0.4	6	0.2
258514_at	177.1	186.8	195.6	186	174.6	166.1	169.9	170.7	184	211.7	206	175	226.5	185.4	190.8	205.9	188.1	184.2
258515_at	554.4	557.7	480.3	520	486.4	540.8	595.3	528.7	511.5	526.6	628.7	601.2	359.2	373.7	334	314.9	323.2	389.3
258516_at	13.1	13	15.6	11.8	17.2	14.4	11.7	6.3	9.2	11.8	9.8	10.1	12.2	17.7	25.7	18.5	16.6	13.7
258517_at	252.5	192.9	222	255.5	250.9	250.4	193.1	308.5	270.4	237.9	177.4	285.8	201.2	213	275.9	242.4	208.8	278.1
258518_at	75.2	54.1	51.7	50.3	54	71.6	83.8	51.3	42.9	48.1	48.4	61.1	59.6	45.3	51	47.3	47.5	59.4
258519_at	192.2	141.8	118.4	111.6	139	172.3	203.2	118.2	101.3	90.2	166.3	139.6	192.8	151.8	102.6	107.7	119.2	153.4
258520_at	11.2	20.1	22.3	14.8	19.6	18	15	16.5	8.1	14	16.7	11.9	4.2	30.4	27.1	11.5	21.7	3
258521_at	413.9	698.7	697	630.6	517.8	394.2	489.8	473.4	586.4	756.8	785.5	397.5	622	739.2	724.4	728.2	484.5	436.3
258522_at	55.7	68.6	62.6	49.6	49.3	42.4	58.2	44	48.8	50.6	52.3	59.9	61	71.9	80	60.1	66.9	71.5
258523_at	7.6	8.1	8.7	5.9	7.2	6.8	4.4	3.5	1.6	5.2	0.7	0.8	4.6	3.4	2.1	16.9	17.9	1.2
258524_at	55.4	42.9	54.8	53.3	60.5	57	55	63.4	62.6	66.4	49.4	82	109.2	100.6	67.1	91.8	89.1	99.6
258525_at	26.3	12.8	13.6	10.5	17.2	18	22.9	33	29.4	19.6	18.8	29.3	20.3	44.9	38	30.7	48.1	28.4
258526_at	154	152.5	173.6	206	213.1	153.6	167.3	177	181.9	149.3	157.5	167.7	130.7	134	137	159.7	138.3	138.4
258527_at	114.5	74.6	79.1	63.4	84.8	84	101.3	94.6	75.7	73.4	87	103.2	147.3	101.3	97.1	130.3	105.9	101.9
258528_at	184.2	170.3	131.3	96.1	175.8	168.8	187.7	193.2	122.7	145.5	186.4	174.1	178.6	190.7	158.5	139	197.4	159
258529_at	61.5	91.5	88.7	75.6	61	61.2	44.5	54.7	80.8	67.9	108.7	52.8	24.8	83.1	76	73.4	66.1	46.3
258530_at	26.1	29.1	19.7	27.1	33.9	32.9	27.8	38.2	43	25.8	30.4	28.9	24.2	34.7	34.9	51	33.5	37.2
258531_at	143.2	108.8	83.7	98.7	154	147.9	148.6	151.2	122.3	86.9	110	120	143.5	100.8	90	136.7	196.9	137.9
258532_at	455.8	659.4	677.4	789.2	793.7	583.6	557	679.8	748.2	787.8	753.9	574.3	627.6	678.6	739.8	827.1	851.3	751.5
258533_at	79.9	58.6	52.1	47.3	49.9	68	79.6	79.9	61.2	58.2	63.9	73.4	92.6	70.4	65.6	69.9	92.3	82.5
258534_at	229.7	304.9	386.5	386.7	299.6	239.9	283.6	286.9	336	335.4	314.4	307.7	319.1	341.2	509.6	376.8	296.9	256
258535_at	460.1	280.4	194.8	184.4	274.6	340.5	529.6	281.2	201.6	188.3	292	365.6	315.5	188.9	131.6	135.1	181.1	242.6
258536_at	44	43.4	41.9	46.2	54.1	36.2	46.8	54.8	61.4	50.1	63.9	47.8	58.3	36.4	52.5	24.6	69	43.5
258537_at	191.8	103	143.1	209	284.8	218.8	118.5	158.7	163.2	168	88	125.2	141.4	105.4	175.9	195.8	179.6	157.5
258538_at	200.9	219.5	260.8	220	200.6	201.6	188.7	183.7	191.1	269.4	210	197.7	227.1	235	267	235	216.3	209.3
258539_at	0.9	1	0.6	0.4	0.8	0.6	0.9	0.9	0.6	1.3	6.9	1.2	2.4	2.7	1.8	1.1	1.3	0.9
258540_at	7.9	10.5	3.1	1.4	4	2.5	4.9	2.5	1.4	1.7	2.5	1.7	21.8	16.7	24.1	20.3	11	2.9
258541_at	13.8	8.2	2.2	6.7	8.4	11	7.2	3.6	2.8	4.5	6.3	4.3	9.7	2.1	11.9	1.5	13.5	14.3
258542_at	71.6	89.7	100.1	82.4	70.7	65.1	84	80.1	75.9	113	99.6	73.3	70	71.6	124.5	64.7	61.7	58
258543_at	9.5	15.5	16	14.1	16.6	14.5	12.1	18.3	14.3	12.5	11.6	10.7	15.8	20.8	35.2	21	18.6	29.1
258544_at	16.5	26.8	26.3	32.1	22.3	30.3	24.7	31.7	29	27.8	23	29.8	18.5	25.2	37.1	27.6	36.9	37.3
258545_at	25.6	33.7	31.7	23.5	18	5.5	26.8	31.5	39.7	77.6	58.3	27.3	15.6	27.4	27.5	8.5	8.9	23.2
258546_at	23.3	31.4	28.3	29.8	31.5	36.8	27.4	39.6	31.2	45.3	32.5	28.1	33.8	43.5	32.3	31.5	41.6	43
258547_at	0.1	0.3	0.2	0.2	0.2	0	0.2	0.1	0.3	0.1	0.1	0.6	1	0.3	0.5	4.1	0.3	0.2
258548_at	31.9	32	24.6	29	35	37.4	37.9	38.5	28.5	27.7	29.3	28.1	43.9	34.5	34.7	27.4	37.2	24.8
258549_at	70.1	100.8	99.6	103.1	96.3	76	88.9	110.3	103	97.3	113.7	101.1	92.7	109.5	109	96.1	97	86.2
258550_at	47.9	57.6	59.1	53.4	45.9	53.4	51	55.1	49.9	49.2	50.4	36.4	48.7	72	51	59.5	50.8	53.9
258551_at	31.1	39.1	27.6	38.4	36.1	40.6	29.7	21.8	30.2	30.4	40.4	17.3	49.5	61.5	46.8	48.7	57.1	45.1
258552_at	147.8	101.5	120.1	91	125.2	171.3	102.3	154.7	70.7	85.4	85.9	160.7	143.9	132.7	111.4	151.2	149.3	134.4
258553_at	122.1	82.1	80.1	99	100.2	110.6	116.6	104.5	101.3	85.1	94.4	98.5	102	77.6	73.1	91.1	131	74.8
258554_at	252.5	414.9	487.2	432.8	322.5	256.5	321.6	348.3	470.8	481.9	399.9	360.9	375.7	493.4	671.7	426.3	327.8	352.7
258555_at	131.1	172.3	195.1	258.9	199.1	165.5	119.9	206.9	228.8	177.9	154.5	180.8	101.8	129.1	182.6	198.3	201.2	141.5
258556_at	94.4	73.8	93.8	84.9	97.8	103.9	103.8	116.4	89.3	90.1	92.4	106	98.2	68.5	101.2	94	121.4	104.9
258557_at	83	83.8	106.1	62.9	110	110	105.8	54.1	74.1	83.6	81.7	74.9	92.8	62.5	76.6	52.8	77.2	69.3
258558_at	0.8	0.7	0.5	0.5	1.2	0.4	1.1	1.3	0.6	0.9	0.9	3	2.9	10.2	2.5	1.8	2.1	1.3
258559_at	47	53.9	34.3	35.6	37.3	46.9	48	40.4	39.9	45.3	62.9	48.9	40.4	46.9	32.5	33.8	42.1	50.6
258560_at	45.5	32.4	32.1	21.7	16.3	31	49.2	18.9	19.7	26.1	33.8	23.1	37.9	16.5	22.3	4.1	18.5	26.5
258561_at	2.9	1.5	1.5	4.3	2.4	3.4	1.2	13.2	0.7	6.2	1.3	6.4	3.6	11.8	4.2	4.4	2.1	13.3
258562_at	7.8	7.6	11.7	12.4	12.9	9.2	9.3	11.3	14.2	18.5	7.8	7.8	9.2	8.4	28.2	23.7	20.7	17.7
258563_at	233.2	173	279.6	433.4	396.7	286	227.9	325.6	404.9	287.6	146.9	283	200.3	126.7	218.5	374.7	192.8	284.7
258564_at	0.8	1.7	4.1	1.3	1.1	1.1	0.7	1.5	0.2	0.6	0.5	0.7	1.1	7.5	1.4	6.3	10.9	4.1
258565_at	143.6	60.8	51.1	61	78.3	101.5	111.3	76	60.1	56.1	56.8	85.3	98.1	69.2	58.5	57.5	50.8	69.4
258566_at	43.4	57.4	50.8	44.3	32.3	36.1	35.7	32.2	34	46.6	49.1	31.4	27.8	41.7	40.4	36.7	33.7	34.5
258567_at	57.7	53.6	45.4	47.7	49.9	61.6	61.8	50.9	52	48.1	52.4	43.5	43.7	46	50.5	52.5	53.9	60.1
258568_at	246.5	174.1	180.3	148.1	165.5	227.9	257.3	192.8	179.6	206.1	205.1	215.5	221.2	195.4	209.4	179.4	193.1	221.6
258569_at	3009	2855.4	3377.7	3742.6	3257.9	3066.3	3274.8	3295.9	3409.6	3670.1	3306.1	3685.3	4459.5	5167	5803.2	6128.1	5768.7	5112.3
258570_at	22.6	27.2	26.8	15.7	27.9	26.3	20.2	21.7	14.2	24.1	20.1	16.8	20.6	42.3	23.5	27.5	41	49.3
258571_at	5.2	1.9	1.8	1.3	2.1	1.9	1	2.7	1.1	1.1	0.9	2	5.8	2.4	1.2	1.4	1.4	1.6
258572_at	13.8	22	13.3	8.6	14.2	6.6	12.9	7.7	7.5	9.9	13	6.6	12.6	18	15.8	13.5	16.3	21
258573_at	189.2	182.5	227.7	218.8	165.6	176	206.2	254.6	261.2	322	242.3	271.5	214.9	255.4	386.8	320.7	251.2	267.6
258574_at	0.8	0.8	1.5	1.1	0.9	0.5	0.9	1.1	1.7	0.6	0.5	0.9	0.8	1.3	0.6	1.8	1.3	0.6
258575_at	198.6	169.7	154.7	197.8	143.3	155.6	193.5	209.7	210.3	156.1	179.6	224.4	139.8	157.9	129.5	131.8	108.7	133
258576_at	65.7	91	91	108.7	90.5	63.9	61.3	62.5	89.1	70	67.8	48.6	62.3	58.7	99.4	126.3	81.2	66.9
258577_at	24.7	28.1	28.7	21.5	23.6	27.6	22.4	19.5	19.3	22.1	34.2	9	26.1	32.3	25.8	29.9	38.3	31.6
258578_at	9.4	16.2	20.2	11.5	11.6	15.5	5.5	6.2	10.1	13.4	10.4	4.4	17.8	22.9	16.5	15.8	13.4	8
258579_s_at	0.5	2.8	0.3	0.5	0.3	0.7	0.7	1.7	1.1	0.4	0.4	0.7	2.1	1.6	1.1	2.7	18.8	2.1
258580_at	8.4	17.3	12.1	5.3	6.9	16.3	8.4	10.4	1.6	9.3	17.6	1.6	18.9	17.3	14	3.4	14.5	8.9
258581_at	1.8	8.2	4.2	2.7	1.4	11.5	10.5	10.1	1.1	8.8	6.3	10.8	9.1	5.9	6.9	1.1	9.1	17.8
258582_at	16.5	18.9	15.8	12	13.8	18.5	17.2	11.7	11.8	12.2	14.2	7.8	21.4	32.1	27.9	29	8.2	16.8
258583_at	1.1	1.8	1.5	1.4	2.8	1.4	1.2	1.6	1.5	1.7	1.3	5.8	1.5	2	2.6	2	2.1	2.7
258584_at	326.4	310.1	361.6	318.9	405.3	375.5	268.3	394.2	351.3	343.4	294.8	348.3	189.6	227.9	229.8	242.1	220.2	208
258585_at	120	134.5	123.7	141.2	124.9	105.4	159.7	200	183.2	185.2	179.1	188.4	150.2	205.3	205.1	155.6	196	179.3
258586_s_at	0.4	0.8	0.3	0.3	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.3	1.2	0.6	0.4	0.6	0.5	0.5
258587_at	47.5	39.4	37.9	36.6	59.4	58.8	56.2	46.2	26	26.1	37.8	38.1	39.9	31.7	25.6	35.8	28.5	30.5
258588_s_at	1614.6	2099.4	1795.1	1668.6	1258.3	1435.8	1677.6	1281.1	1789.4	1874	1911.4	1639.6	2011.1	2587.4	2153.4	2121	1409.3	1438.8
258589_at	359.6	570.6	607.1	515.7	387.1	393.6	377.2	437.4	516.9	553.5	679.4	370.4	296.9	551.9	566.3	542	385.4	339.4
258590_at	0.4	1.5	0.7	0.9	0.6	0.5	0.4	1	0.5	1.1	1.1	0.5	0.7	0.6	1.5	1.8	0.9	0.8
258591_at	1.1	1.5	1.6	5.6	7.8	1.5	2	1.7	4.3	6.4	2.1	0.7	2.3	2.7	4.8	6	1.4	11.4
258592_at	1	1.3	1.5	1.2	0.8	1.1	2.3	2.3	9.9	2.8	8.4	4.3	2.1	14.5	10.2	10.2	9.7	2
258593_at	66.8	85.5	91.5	134.4	69	80.4	79.4	65.6	161.9	122.1	95.6	65.7	103.8	157.2	157.4	156.8	69.6	130.1
258594_at	19.3	35	23.3	20.5	21.6	31.2	38.2	21	25.7	14.1	30.3	15.8	31.7	32.1	38.5	20.2	30.5	39.7
258595_at	60.7	63.8	59.7	69.8	62.8	68	60.6	73.4	72.7	61.5	66	65.9	41.8	47.2	51.4	47.3	45.1	50.4
258596_at	28.6	26.7	23.2	18.3	25.9	30	26.1	26.4	18.6	21.5	22.6	23.2	16.1	24.9	27.7	31	28.6	38.5
258597_x_at	1	1.3	1.4	1	1.1	0.8	1.9	3.7	1.6	2.2	1.3	0.6	0.9	1.8	2.2	1.6	21.3	2.5
258598_at	1.1	1.2	1	0.8	3.4	0.5	3	3.7	0.4	0.7	0.6	4.9	0.4	0.3	6.8	11.1	0.3	8.1
258599_at	155.6	183.5	134.1	177.8	158.4	139	121.5	160.3	159.6	135.8	171.1	161.8	141.3	153.2	136.3	158.3	172.8	146.1
258600_at	0.1	0.2	0.3	0.2	0.5	0.2	0.5	0.2	0.1	0.5	0.1	0.2	0.2	0.3	0.7	0.6	0.3	0.8
258601_at	96.8	94.2	105.4	103.1	70.6	89	94.5	110.8	122.2	158.8	168.7	102.5	104.5	102.1	96.7	97.2	100.1	80.4
258602_at	224.4	194.8	187.8	168.7	190.4	219.4	256.1	216.3	209.4	198.5	197.2	230.5	218.7	205	210.8	204.3	215.4	245.1
258603_at	18.3	15.3	9.5	14.7	19	19.5	18.1	18.6	16.6	9.4	5.4	31.2	17.2	16.1	19.3	15.5	13.5	16.3
258604_at	28.8	27.5	28.5	25.7	31.1	27.1	24.5	25.5	17.4	21.5	27.7	18.3	30.5	28.8	24.7	38.5	25.9	24
258605_at	3.1	3.3	9.7	0.9	7	2.4	3.1	4.4	3.1	6.4	4.6	2.1	9.5	12.1	1.4	23.3	2.6	1.7
258606_at	6.6	5.7	9.2	8.1	9.3	7.7	10.9	6.4	0.8	5.2	5.7	7.2	8.6	11.2	2.1	2	16.3	1.6
258607_at	1205.3	1435.1	1345.5	1389.1	1410.5	1435.3	1231	1345.7	1520.6	1350.4	1309.2	1488.6	1172.5	1384.1	1285.8	1262.4	1162	1257.8
258608_at	51.6	33.8	39.3	23.8	67	50.8	43.8	52.2	28.3	18.1	22.5	34.3	27.7	15.3	18.4	21.3	53.8	31.6
258609_at	166.4	86.8	144.1	171.1	179.1	164.1	71.2	176.4	148.2	100.4	63.5	87.8	49.9	69.6	86.5	147.2	117	76.1
258610_at	23	35.1	39.5	35.3	33	25.1	21.8	26.7	26.5	26.8	26.2	27.2	35.3	35.8	24.2	34.7	22.7	28.3
258611_at	24.9	33	15.3	15.2	24.5	23.2	12.4	33.2	26.8	17.8	45.1	22.9	27.7	45.6	27.5	24.5	48.4	30.8
258612_at	68.8	93.1	92.5	98.7	89	82.5	69.9	82.4	86.9	99	103.6	84.5	79.2	120.4	107.7	108.4	87.6	87.7
258613_at	263.7	558.4	304.1	245.3	210.3	225.2	298.6	210.5	267.6	381.6	647.3	277.4	329.7	735.7	312.1	343.2	246.8	278.5
258614_at	267.6	174.9	196.4	296.1	400.5	299.5	208.8	276.6	260.5	193.8	143.1	244.2	182.3	135.6	160.6	247.9	256.1	212.6
258615_at	253.7	174.8	166.4	185.7	296.3	268.5	218.4	233.8	173.3	170.8	163.1	236.8	266.5	168	185.3	208.1	296.2	257.2
258616_at	182.3	180.9	130.1	123.3	175.8	163	186.6	154.1	117.9	125.9	164.7	117.9	296.3	218.7	224.7	203.3	204	212.3
258617_at	24.3	10.9	11.5	11.4	25.1	24.5	22.9	16.8	12.6	12.7	8	10.3	24.8	2.4	1.7	9.2	10.3	14.7
258618_at	38.6	32.6	38.9	41.1	32.5	38.3	27.4	25.1	36.7	23.1	28.2	27.5	32.3	62.2	45	39.8	35.8	47.7
258619_at	357.9	356	288	371	303.2	287.8	378.4	301.3	341.8	300.8	325.7	341.9	189	268.4	239.4	246.3	206.5	216.8
258620_at	1	1.4	1.9	0.7	1.9	0.9	0.6	0.6	0.6	0.9	0.8	0.9	3	2.9	2.2	2.1	3.3	3.1
258621_at	339.3	246.1	131.1	293.7	303.1	383.3	312.4	332.2	335.1	108.3	233.2	360.7	250.8	207.8	124.1	302.5	311.7	335.6
258622_at	258.4	491.8	396.7	335.6	276.5	237.1	260.7	233.3	301	407.8	422.2	259.3	233.3	413.1	328.8	256.1	200.5	210
258623_at	234.9	225.1	202.1	217.2	269.2	255.7	236.5	196.7	194.8	220.6	216.3	233.6	147.5	163.4	174.3	149.9	209.5	243.5
258624_at	34.1	40.3	28.2	29.9	42.5	38.9	34.6	33.7	31.6	33	33.6	45.4	57.8	71.3	60.9	50.9	58.2	53.3
258625_at	4.6	9.3	6.3	5.7	5.7	4.8	9.3	4.6	2.4	5.8	3.4	0.8	12.7	16.8	11.5	12.4	23.5	1.2
258626_at	28.8	24.1	19.3	26.9	21.3	25.2	24.1	30.1	12.5	24.8	27.2	45.9	28.7	26.7	17.6	24.6	32.7	36.3
258627_at	61.6	55.1	72.9	64.1	59.1	54	62.6	70.3	75.6	68.2	57.7	76.1	70.9	65.7	69.5	83.4	66.5	69.3
258628_at	27.2	40.3	26.2	28.8	29.6	32.7	39.8	44.6	39.5	34.2	49.8	44.3	40.9	45	41.9	38.7	35.2	41.5
258629_at	1	5.6	5.2	0.9	3.9	4.8	5.2	5.2	1.1	3	1.4	5.2	11.2	7.9	1.5	3	9.4	8
258630_at	40.8	27.6	43.2	44.7	53.5	48.8	34.6	57	54.6	44.9	42	57.2	38.2	37.1	32.9	38.2	39.7	51.2
258631_at	6	6.5	7.6	8.8	3.7	8.4	5.2	4.1	1.8	1.5	1.5	3.4	16.8	13.4	18.9	6.7	11.9	13.3
258632_s_at	60.3	39.2	35.6	36.2	42.1	47.5	68.3	55.7	44.6	41.9	48.5	58.2	45.8	45	31	31.6	33.3	40.3
258633_at	48.6	51.4	50.4	57.9	56.8	51.4	42.4	62.9	54.7	53.6	50.5	69.5	32.5	36	49.2	39.9	50.5	29.5
258634_at	24.7	17.2	32.1	38	40.8	36.2	28.4	28.8	28.3	14.4	10.8	27.1	39.5	0.7	31.5	45	34.9	43.7
258635_at	60.8	65.5	40.3	52.6	50.5	53.7	57.1	63	63.2	66.6	53	62.7	41.2	48	56.7	54.6	69.1	62.7
258636_at	54.1	66.4	60	54.1	55.1	71.1	54.7	82	69.5	65.2	74.1	55.9	77.8	76.1	99.9	94.7	89.6	97.6
258637_at	300.6	277.2	316.6	254.4	278.3	275.4	269.9	267.7	253.4	314.4	272.4	258.6	330.6	240.7	271.8	222	292.1	295.9
258638_at	89.9	127.4	106.8	108.7	113.9	108.6	129.9	117.5	102.9	126.9	125.4	89.6	116	122.2	92.3	95.8	101.5	95.6
258639_at	0.2	0.3	0.4	0.6	0.4	0.6	0.2	0.2	0.5	0.5	0.2	0.2	1.1	0.7	8.5	0.4	1	1.5
258640_at	42.7	48.5	45.2	45.5	42.1	53.9	45.9	35.9	39.4	42.3	45.1	42.8	60.1	59.5	44.7	43.2	77.1	47.8
258641_at	455.3	494.7	575	564.1	596.4	497.3	519.9	541.8	578.3	650	556.4	607.1	375.1	424.1	516.5	539.4	467.3	424.4
258642_at	190.2	248.6	293.3	271.1	274.8	229.3	247	209.6	234.6	255.7	253.7	199.7	280.4	260.6	313.1	262.3	272.9	256.9
258643_at	410.9	457	457	508.1	548.1	487.3	389.6	592	484.6	505.8	425.2	598.6	431.7	463.1	472	467.5	625.5	577.1
258644_at	103.4	106.1	146	112.8	119.6	122.5	118.3	120.6	110.2	122.8	111.5	89.2	84.3	140.2	146.8	110.2	102.1	114.1
258645_s_at	1.1	1.6	1.4	2.1	1.2	3.1	1.5	5.6	1.7	1.2	1.5	0.6	2.7	1.9	1.8	6.3	5.1	3.2
258646_at	29.1	19.8	36.1	5	20.6	22.3	18.5	16.4	13.9	14.2	4.9	26.6	36.1	44.7	22	31.6	28.6	29.8
258647_at	234.4	43	39.1	62	112.7	189.4	181.5	87.9	57.9	31	34	114	211.5	38	36.2	63.7	116.7	133
258648_at	1.7	3.4	1.6	1.8	1.3	1.7	2.3	4.8	1.3	4.9	2.3	1.4	2.1	2.8	2.2	1.8	4.1	2.8
258649_at	518	552	514.3	640.9	553.1	584.8	462.6	686.2	639	568.6	576.4	607.7	501	547.3	691.1	678	613.3	649.3
258650_at	48	55.3	85.5	117	95.1	67.8	41.6	79.3	95.6	57.1	30.1	33.6	46.2	43.3	56.6	104	79	59.4
258651_at	64.5	69.2	39.7	33.5	42.4	68.3	63.2	46.3	37	33.8	73.9	55.6	94	88.9	61.6	44.9	64.6	94.7
258652_at	6	10.6	2	7.2	3.5	1.7	1.1	1.6	1.6	2	1.3	0.5	5.6	2.3	1.8	1.2	1.4	12.1
258653_at	0.3	0.5	0.3	0.4	0.5	0.6	0.6	0.5	0.6	0.4	0.8	0.7	0.9	1.1	0.8	1	0.5	0.5
258654_at	45.9	63.4	71.3	40.5	50.8	59	53.2	40.4	40.7	61.8	59.5	32.8	66.4	71.2	66.6	89.1	66.1	107.4
258655_at	122.4	133.8	125.9	193.2	193.7	137	145.7	170.9	187.7	117.3	139.7	154.6	180	185.7	142.8	208	244.3	190.4
258656_at	219.2	176.8	165.9	153.4	203.7	238.1	220.2	147.2	153.6	194	183.6	180.9	243.3	189.4	213.7	188.2	225.8	244.3
258657_at	104.4	130	136.5	138.2	141.1	94.5	110.7	110.1	104.6	117	121.2	94.9	164.5	100.2	104.7	115.2	105.1	81.2
258658_at	1210.7	1038.1	1105.6	1276.6	1260.7	1165	1231.2	1336.5	1359.4	1079.3	995.5	1601.9	885.9	930.7	942.6	1067.7	1239.2	1117.7
258659_at	64.2	55.8	65.1	51.9	53.1	71.5	60	49.8	40	47.4	57.1	38.7	60.3	56.7	39.1	43	39.6	57.1
258660_at	146.2	179.4	138.2	138.2	127.8	138.2	129	164.6	161	213.7	183.3	151.1	185	219.9	241.2	176.8	197.4	197.6
258661_at	6.9	15.3	1.1	12	10.5	3.7	11.5	26.7	9	15.1	11.9	9.9	6.8	1.9	12	6.1	3.5	20.2
258662_at	195.3	210.4	188.4	201.1	254	262.9	226	250.5	215.8	213.6	232.9	238.9	195.4	169.3	212.4	232.7	262.5	237.5
258663_at	11	14.9	4.1	1.4	7.7	1.9	2.4	12.7	7.7	11.6	4.6	13.2	5.5	11.4	12.2	5.4	13.8	19.2
258664_at	10.1	4.8	8.1	7.7	8.9	11	9.4	8.4	8.3	9.3	6.4	7.8	16.4	9.8	17.9	2.3	13.7	5.9
258665_at	105.7	96.7	123.6	128.2	144	111.6	88.6	119.8	123.8	128.1	110.5	117	131.4	107.5	116	98.9	135	125.8
258666_at	139.1	170.7	194.7	204	157.6	148.1	164.8	200.4	210.9	170.9	181.1	160.2	135	181.3	181.7	162	179.7	134.6
258667_at	4.7	1.2	0.9	0.7	1.2	1	3.5	1.5	0.5	0.8	1.9	0.6	3.4	17.4	2	3.4	8.4	4.5
258668_at	40.4	30.4	16.7	28.5	45.3	27	43.8	33	43.9	22.1	19.8	28.9	43	29.4	19.2	29.7	33.3	42.1
258669_at	16.7	21.1	24.8	19.2	21	23.2	18.6	26	9.8	25.6	18.8	15.3	26.5	28.2	34.5	15.3	17.3	31.3
258670_at	9.1	13.5	8.4	14.8	8.4	15	10.8	12	9.6	12.9	18	11.4	12.4	24.4	21	32.3	15.4	17.3
258671_at	0.8	1	2.1	1.9	0.8	0.9	0.9	0.9	0.9	1.4	0.9	0.7	3.1	2.5	1.3	2.8	2.3	1.9
258672_at	8.6	15.4	18.8	17.3	13	10.1	15.3	10.1	14.2	15.5	17	14.7	14	10.8	24.3	21.4	18.3	13.9
258673_at	40.4	34.1	23.4	25.4	33.1	27.9	42.6	33.5	31.3	27.3	39.6	34.3	34	15.6	32.9	32	30.4	30.3
