AFFY.ATH1	RNA_LD00	RNA_LD04	RNA_LD08	RNA_LD12	RNA_LD16	RNA_LD20	RNA_LD24	RNA_LD28	RNA_LD32	RNA_LD36	RNA_LD40	RNA_LD44	RNA_LD48	RNA_LD52	RNA_LD56	RNA_LD60	RNA_LD64	RNA_LD68	RNA_mean.level	RNA_max.level	RNA_phase	RNA_rhythm.pvalue
253623_at	13.2	21.3	16.4	13.8	22.6	18.9	13.6	17.1	13.2	12.9	15.7	13	17.3	13.3	22.5	14.1	18	28.7	16.9777777777778	28.7	13.2876453792163	0.826810872912542
253624_at	318.5	264.8	254.7	214.1	237.4	264.3	368.6	288.1	257.9	286.3	304.7	272	213.2	176.1	162.8	105.7	159.4	176.9	240.305555555556	368.6	6.925875710513	0.341653017228161
253625_at	270.8	268.8	253.6	243	325	288.8	275.1	380.6	323.1	303.8	346.5	314.6	313.1	327.3	318.5	322.5	410.8	373.3	314.4	410.8	20.3906165698665	0.56087838440938
253626_at	0.7	1.6	5.5	6.3	1.7	2.6	0.8	4	6	11.3	0.6	0.9	0.5	7.8	17	8.1	3.3	1.1	4.43333333333333	17	9.0917347877838	0.00653442443088409
253627_at	93.3	243.2	2408.7	2135.2	874.9	232.7	67	723.6	2106.1	2759.3	285.1	275.8	69.5	402.2	3281	2547.8	771.1	321.2	1088.76111111111	3281	16.3452399463598	0.0382901217181544
253628_at	9.6	1.3	3.5	4.2	2.3	7	1.5	13.1	2.7	3.7	1.4	1.9	2.7	2.2	2.8	3.5	14.8	0.8	4.38888888888889	14.8	1.4006178876417	0.212436292688397
253629_at	77	161.9	114.6	123.1	101.2	70.1	96.8	68.3	74.1	42.9	149.4	54	75.2	71.2	48	57.3	75	75.4	85.3055555555556	161.9	14.4148012474544	0.916485342315921
253630_at	89.4	93.4	79.9	90.6	81.6	98.7	109.9	96.6	117.1	101.4	124.2	94.7	93.3	115.4	106.8	120.3	102.9	123.7	102.216666666667	124.2	21.9999433365625	0.856845539783648
253631_at	776.9	398.2	344.7	438	629	566.5	642.2	643.8	542.5	366	377.2	626.3	449.7	369.9	367.3	441.1	564.8	446.3	499.466666666667	776.9	0.5353408951046	0.118865464425494
253632_at	12	6.8	5.6	5.2	7.1	12.3	11.6	9.2	5.1	4.3	2.6	3.4	2.5	10.8	3.4	3.3	11.4	10.5	7.06111111111111	12.3	23.3104751275981	0.0229840934443998
253633_at	76.4	78.2	83.7	89.8	72	79.3	66.4	91.5	80.4	89.3	89.6	91.3	85.9	108.6	101.6	91.7	84.9	72.6	85.1777777777778	108.6	5.1508382294788	0.21977984794106
253634_at	21.6	22.3	38	19.5	26.2	27.2	21.8	23.2	14.6	20.9	21.5	14.6	20.6	25.2	23	37.3	32.5	24.3	24.1277777777778	38	10.8960027689609	0.747654014307313
253635_at	239.2	202	237.8	239.7	245.5	289.3	294.6	160.3	269.4	334.3	234.2	273.1	240.4	226.2	291.1	244	259	298.8	254.383333333333	334.3	16.6123156173336	0.36261425772114
253636_at	64.7	33.4	55.7	90.8	98	90.5	49.6	83.2	83.7	39.5	23.7	73.2	73	27.5	53.5	100.5	76.4	66.5	65.7444444444444	100.5	20.2692930930089	0.271947006252073
253637_at	78	47.2	56.9	54.1	75.7	89.1	63.2	74.5	54.2	53.4	47	64.7	63.1	59.3	58.4	49.8	60.8	65.8	61.9555555555556	89.1	23.03160552728	0.185818844095304
253638_at	194.9	78.2	47.9	81.9	92.7	111.1	161.4	92	83.4	30.7	80.5	123.3	157	71.5	52.5	113.6	91.1	115.9	98.8666666666667	194.9	23.6948835034169	1.0160133302524e-06
253639_at	221.7	221.3	201.9	193.6	183.4	193.9	157.2	179.5	167.2	194.1	180.5	147.8	194.6	190.2	170.1	154.5	153	180.4	182.494444444444	221.7	20.1639588558154	0.405375543774715
253640_at	34.1	50.8	52.3	62.6	49.8	39.9	27.9	49.9	62	50.6	36.9	45	39.8	42.6	49.1	45.2	57.1	43.4	46.6111111111111	62.6	16.0359104764161	0.0214538455979179
253641_at	7.6	8.3	3.5	2	4.6	8.9	9.8	3.6	7.2	2	9.1	0.7	3.3	2.8	12.1	3.2	6.7	15	6.13333333333333	15	1.6329231715963	0.536955996774842
253642_at	182.5	129.1	128.5	148.5	148.8	150	133.9	135.5	125.1	113	102.3	136.5	175.6	124.1	117.8	167.7	140.9	169	140.488888888889	182.5	5.49973454206191e-05	0.161209777458545
253643_at	13.9	11.6	16.6	12.4	18.7	21.7	16.3	14.9	8	8.4	2.7	12.3	19.2	21.2	14.4	19.5	11.5	12.7	14.2222222222222	21.7	17.148341915843	0.515358222640265
253644_at	180.8	145.1	163.9	178.7	179.8	168.6	159.8	172.6	160.2	141	132.7	163	90.8	80.6	87.4	98.5	117	120	141.138888888889	180.8	14.7829339532245	0.859776639780054
253645_at	114.5	92.5	102	101.6	98.8	94.5	117.5	105.8	134.8	119.5	109.1	130.4	128.7	112.3	110.4	155	113.7	154.7	116.433333333333	155	20.1113829660773	0.829776666219078
253646_at	163.6	230.3	250.5	346.6	343.8	199.1	129.9	319.8	379.6	243.4	199.7	220.7	165.1	264.4	237.2	401.3	292.7	225.1	256.266666666667	401.3	17.3346392248266	0.0147538748371798
253647_at	238.9	106.2	85.6	79.2	89.2	126.4	262.6	97.4	95.8	71.2	101.7	109.5	257.1	118.9	64.1	75.3	79	91.8	119.438888888889	262.6	23.9727054119614	0.000219986806009272
253648_at	11.4	14	5.3	10.6	2.6	11.8	11.8	9.6	8.1	15.6	12.7	10.7	15.9	15.5	20.1	6.9	22.2	9	11.8777777777778	22.2	4.1404289114789	0.835712402172608
253649_at	39.4	31.6	30.4	25.2	29.8	35.6	34.4	39.2	32.4	34	35.3	34.5	38.1	42	44.5	52.5	30.4	37.1	35.9111111111111	52.5	6.3676108994381	0.129054504042373
253650_at	267.4	306.9	318.5	263.9	211.3	218.7	207.2	348.4	310.8	365.2	259.1	334.2	148.4	348.8	293.6	338.6	301.1	260.9	283.5	365.2	7.9605945330764	0.101193564726702
253651_at	7.5	6.8	0.5	3.9	9.6	6.5	1.6	1.7	7.2	1.1	1.6	1.9	1.7	7.7	12.8	1	11.9	10.2	5.28888888888889	12.8	7.33516345419911e-05	0.865721452088345
253652_at	0.8	7.8	3.7	0.9	1.5	1.5	1.1	1.4	0.5	5.5	1.4	1.7	1.6	0.9	1.6	12.9	4.4	7.7	3.16111111111111	12.9	17.9999460159307	0.557048514753772
253653_at	4.9	10.8	14.4	7.7	4.5	9.3	7.4	10.9	7.8	6.3	11.8	1.1	16.1	24.6	15.3	14.4	17.3	17	11.2	24.6	18.5836833594445	0.661119780478783
253654_at	29.7	33.4	36.3	23	30.2	22.7	20.6	28.8	19.6	23.5	33.5	19.1	20.4	22.8	16.6	23.2	13.8	11.9	23.8388888888889	36.3	13.180280127927	0.636775068855175
253655_at	1.2	0.9	3.8	1.1	1.4	1.5	0.9	1.4	1.2	1.1	1.2	0.7	1.4	2.2	3.7	3.2	1.8	1.7	1.68888888888889	3.8	9.24818507279556	0.919708006111812
253656_at	3.7	2.4	10	3.6	5.3	3.6	2.8	6.4	5.2	8.1	2.7	7	2.7	2.7	3	3.2	1.4	1.8	4.2	10	12.2255816255671	0.530785480129907
253657_at	27.9	74.2	32.4	39.9	42.9	40.8	37.4	51.9	35.6	43.6	68.1	50.7	69.8	93.3	35	43.9	81.1	73.1	52.3111111111111	93.3	21.9999460159307	0.609566424643174
253658_at	0.6	0.8	0.7	1.1	0.6	1	1.2	0.5	0.9	6.2	1.2	0.7	3.9	2	1.5	0.9	1.3	1.4	1.47222222222222	6.2	18.664344859705	0.915294489650538
253659_at	24.9	69.2	37.7	43.1	26.1	18.8	47	53.8	59.7	61.1	77.4	29.2	46.7	25.4	30.1	57.2	18.1	54.7	43.3444444444444	77.4	8.8790672495904	0.559979107274611
253660_at	116.6	87	93	112.7	96	107.8	107.6	92.1	118	109.4	115.2	112.7	118.2	108.9	127.7	98.8	106	141.7	109.411111111111	141.7	19.600930276852	0.625802299980016
253661_at	8.7	14.9	10.1	13.2	8.9	9.2	7.1	13.5	17.5	12.6	15.5	19.4	6.5	8.3	22.4	17.7	15.4	20.6	13.4166666666667	22.4	17.9999460159307	0.360381097554337
253662_at	40.4	46.8	49	52.2	60.5	49.2	37.4	73.1	53.3	43.8	37.1	50.7	40.8	35	60.7	49.4	77.1	56.8	50.7388888888889	77.1	21.9836266419515	0.417568284857753
253663_at	28.7	36.3	25.9	15.5	28.5	27.9	26	30.2	36.2	40.8	46.8	33.1	31.2	66.7	58.2	35	39.6	53.7	36.6833333333333	66.7	10.9772694304146	0.842210526705027
253664_at	248.8	199.4	128.6	129.3	184.8	208.6	215.4	204.1	163	120.5	193.5	205.2	261.2	209	130.1	139.3	203.6	208.9	186.294444444444	261.2	20.5662956798297	0.00318081260456715
253665_at	12.2	20	16	15.5	18.3	10.1	10.6	7.6	12.6	12.2	10.7	10	21.5	14.2	30.6	28.5	19.1	3.9	15.2	30.6	6.4168137827622	0.190997358491396
253666_at	372.9	294.5	195.7	93.3	296.4	270.8	231	208.6	91.8	106.5	262.4	189.8	172.2	116.7	92.1	78.2	166	128.9	187.1	372.9	5.49973454206191e-05	0.107308132517616
253667_at	1.7	2.2	6.9	1.6	1.7	2.5	0.8	0.3	1.3	1.4	2	3.8	1.5	2.9	2.8	7	5.2	2.3	2.66111111111111	7	14.1400309215067	0.484997088450174
253668_at	292	414.6	507.9	494.5	463.6	317.4	329.2	379.9	458.9	510.1	470.4	333.7	181.9	293.7	272.8	369.8	330.7	243.7	370.266666666667	510.1	16.0937097169989	0.0220927209970422
253669_at	24.7	37	22.6	19.9	23.7	22.6	31.9	30	29	37.9	35.7	33.3	27.8	37	19.6	22.8	29.3	31.8	28.7	37.9	16.290099140041	0.563429699932286
253670_at	910.8	865.2	915.3	901.1	975.8	882.7	964.8	863.2	926.7	968.6	902.8	947.7	1268.7	935.2	1049.3	1252.5	1154.7	1257.6	996.816666666667	1268.7	19.5429727221621	0.411603708586446
253671_at	4.7	5.1	8.9	1.6	4.1	6.5	4.1	5.5	0.7	3.8	1.8	4.7	0.7	0.7	2.5	12.8	8.4	6.7	4.62777777777778	12.8	5.23596324839846	0.70949506520643
253672_at	51.4	32.2	44.1	34.8	56.3	54.2	47	51.1	21.5	29.8	28	39.6	39.4	33.9	28.1	24.7	26.6	45	38.2055555555556	56.3	20.4026861263195	0.0753842226308736
253673_at	46	38.4	39.7	48.2	51.1	41.6	41.9	37.2	38.7	35.5	35.5	40.3	61.3	49.2	52	47.9	60.5	47.2	45.1222222222222	61.3	10.6813243410225	0.786311077404119
253674_at	3.4	3	3	1.5	2.4	4	1.4	10	3.6	1.7	3.3	7.7	4.6	3.5	5.4	3.1	4.9	3.7	3.9	10	5.0936460732217	0.661694686675725
253675_at	23.2	34.4	39.6	39.5	29.3	29.2	28.6	32	32.7	28.5	27.9	26.3	52	49.8	40.8	35.2	38.5	46	35.1944444444444	52	14.9846327011563	0.443058140741844
253676_at	1	1.8	1.4	1.3	0.7	1.9	0.9	0.8	0.6	0.7	1.3	0.3	1.3	1.4	0.7	2.4	2.5	1	1.22222222222222	2.5	5.61577139844453	0.825954016693526
253677_at	6.1	11	11.6	13.3	14.6	16.9	7.7	15.9	7	11	11.2	5.6	11.4	34.7	24.2	22.6	24.3	18.3	14.8555555555556	34.7	17.3029885695697	0.622319963486291
253678_at	0.5	0.8	1.8	3.5	3.2	1.2	3.1	1.3	2.9	2.1	0.6	2.4	6.8	2.5	5.9	1.6	2	0.8	2.38888888888889	6.8	5.1390276520582	0.564140547262883
253679_at	2.5	19.2	23.2	13.6	8.9	9.1	8.3	9.4	9.5	28.7	12.4	12.2	2.3	15.8	32.3	12.7	16	4.3	13.3555555555556	32.3	3.1484115531245	0.00547773515390498
253680_at	1.6	2.7	2.7	2.3	1.4	2	1.6	2.1	1.9	4.8	2	0.9	2	4.8	1.5	3.6	2.1	3.9	2.43888888888889	4.8	17.9999460159307	0.497396845721985
253681_at	1	1	0.6	0.4	0.8	0.9	1.2	1.7	0.7	0.4	0.9	0.7	1.1	1.9	2.4	0.7	1.5	0.5	1.02222222222222	2.4	24.4190840132845	0.17696972524211
253682_at	1.8	2.9	7.4	1.5	4.6	6.6	1.4	3.1	3	2.5	2	1.2	10.6	18.1	27.6	12	12.4	14.2	7.38333333333333	27.6	14.558943355574	0.933705585402814
253683_at	5.9	4.7	2.6	8	9.2	8.9	1.7	7.8	10.1	9.2	2.5	3.8	14.4	24.6	4	20.2	3.7	7.4	8.26111111111111	24.6	6.7913396506034	0.890822315501847
253684_at	1.3	1.7	13.6	4.2	9.2	5.5	2.9	1.2	2.9	4.4	1.2	4	0.9	1.3	1.9	9.3	0.5	1.3	3.73888888888889	13.6	13.9059777461936	0.150770183261246
253685_at	0.5	0.4	1.3	0.7	3.5	0.4	0.4	1	2.5	0.2	0.4	4.9	0.6	2.2	0.3	4.2	1.6	0.4	1.41666666666667	4.9	5.3444300008742	0.590277202767485
253686_at	82.2	127.5	106.1	107	73.2	85.3	82.8	123.1	117.3	135.2	135	118.6	80.4	132.2	122.9	79.9	88.2	96.1	105.166666666667	135.2	13.6331504583073	0.202380169972189
253687_at	60.4	104.1	121.8	207.5	88.5	61.1	42	72.7	221.1	114	121.2	58	34.6	66.1	101.9	154	64.4	45.9	96.6277777777778	221.1	10.4570657817131	0.0175623519259481
253688_at	200	242.3	237.3	313.4	300.8	275.3	198.4	305.4	304.5	233.3	241.4	295.4	197.9	241	240.8	288.5	251.3	237	255.777777777778	313.4	18.0609042830276	0.181172727270637
253689_at	0.7	1.8	6.4	5.1	1.6	2	0.8	6.6	0.6	1.8	2.7	0.7	5.8	10.8	8.2	2.3	9.1	2	3.83333333333333	10.8	10.9452537985276	0.30958253582428
253690_at	5.4	12.3	12.5	7.7	8.1	7.5	8.1	8.6	6.1	8.7	3.5	10.1	9	15.1	16	17.3	16	8.8	10.0444444444444	17.3	9.7671330526932	0.406401916148767
253691_at	95.7	94.9	107.7	110.5	105.9	90.5	72.1	76.6	75.6	93	70.1	87.5	62.3	75.3	60.8	84.3	72.8	74.7	83.9055555555556	110.5	5.16304589123537	0.60838212350582
253692_at	65.1	102.7	54.4	52.8	49.2	51.1	68	63.7	76.7	55.2	88.6	80.8	109.9	145.3	100.6	93.3	125.4	104	82.6	145.3	13.1145678682452	0.736391701232575
253693_at	317.4	334.6	468.9	562.8	483.3	416.2	324.4	454.6	564.9	457.4	354.2	422.5	393.6	337.5	492.8	661	614.7	501.5	453.461111111111	661	17.3112415619615	0.0118165852690225
253694_at	485	372.8	448.5	495.3	551.5	489.7	432.6	423.4	391.7	408.2	306.4	417.6	521.1	407.5	511.4	636.6	688.7	640.7	479.372222222222	688.7	15.1259263948298	0.173126729277232
253695_at	57.4	149.9	184.3	155.1	93.7	64.4	57.8	92.7	170.1	232.2	166	94.8	81.1	197.3	264	170.2	126.7	80.7	135.466666666667	264	4.1733837089612	0.00450155826589629
253696_at	33.5	48.8	45.5	32.8	33.7	38.1	51.8	36.3	41.4	35.6	40.9	33	34.4	46.1	42.2	33.4	27.7	38.3	38.5277777777778	51.8	6.2158575363748	0.0407083322622515
253697_at	35.8	63.6	86.3	115.9	93	54.3	20.7	31.9	58.1	22.8	33.6	52.2	17.9	37.5	37.3	48.1	55.1	53.7	50.9888888888889	115.9	11.2107462490144	0.170757145606735
253698_at	101.9	136.6	143.4	154.9	137.4	118.5	102.3	141.7	172.4	144.7	133.3	142.8	86.3	110.3	115.7	132.2	140	105.1	128.861111111111	172.4	16.8016408068876	0.0219707585645131
253699_at	0.6	1.1	1.1	0.7	0.9	1.2	0.6	0.5	1.2	1.6	1.8	0.8	0.7	2.3	3	1.8	0.6	1.4	1.21666666666667	3	6.4086487219769	0.364286343575758
253700_at	288.4	330.5	519.2	763.2	552.8	361.1	334.4	511.4	741.7	547.6	355.2	461.8	423.9	409.1	608.1	823.4	729.9	535.2	516.494444444444	823.4	17.2402801059344	0.0165101400741067
253701_at	78.6	46.2	53.3	59.5	79.3	86.6	88.2	80.5	57.7	62.3	66.3	72.5	112.6	60.5	68.5	54.9	85.9	122.5	74.2166666666667	122.5	23.8607120931447	0.00118056544122027
253702_at	163.5	96.3	108.3	99.2	155.2	164.5	123.9	195.2	146.7	105.8	102.3	181.7	139	98	95.5	83.7	227.5	171.5	136.544444444444	227.5	1.128460147653	0.070428134930825
253703_at	45.3	51.9	39.4	50.2	35	43.7	60.7	69.4	50.5	46.8	52.5	49.1	86.3	56.1	58.5	47.2	71.5	82	55.3388888888889	86.3	21.9999460159307	0.343776097802949
253704_at	119.1	167.6	161	161.5	122.8	118.9	107.1	159.5	149.1	152.1	138.6	154.5	66.8	122.7	105.3	110.9	98.4	84.9	127.822222222222	167.6	7.8477435233425	0.213867432190281
253705_at	292.1	354.8	327.7	384.5	306.2	277.9	263.5	319.5	390.8	287.6	358.6	319.1	220.4	317.1	287.4	393.1	269.6	264	312.994444444444	393.1	7.9582297513858	0.0479719106798379
253706_at	290.3	412.1	397.9	391.9	399.4	339.9	337.5	295.9	381.9	393.8	389.2	276.7	253.7	323.2	333.1	350.2	259	259.1	338.044444444444	412.1	10.8347685002125	0.0918419368743258
253707_at	2.6	7.2	8.6	1.3	7.6	4.4	3.6	6.8	3.9	11.7	7.4	0.6	7.9	11.5	5.5	4	16.9	11.4	6.82777777777778	16.9	17.9999460159307	0.865336705888353
253708_at	62.9	60.1	103.4	112.4	78.4	77.3	39.2	65.6	92.7	60.3	47	56.5	31.4	53.7	57.5	76.7	47	59.8	65.6611111111111	112.4	12.3198400497398	0.0614282788563234
253709_at	230.2	177	189.5	256.8	246.8	272	248	303.5	272.2	224.7	201.8	305.5	231.4	177.4	233.8	245.5	367.2	280.1	247.966666666667	367.2	0.754550229863799	0.0934107461936212
253710_at	1.1	2.7	3.4	2.1	2.3	3.4	1.3	1.8	1.5	1.2	1.5	1.7	2.8	3.7	3.3	4.6	2.4	1.9	2.37222222222222	4.6	12.9691700521104	0.570779142511511
253711_at	1.5	1.5	2	0.9	0.7	3.5	0.5	2.5	0.6	0.4	2.2	6.9	0.6	10.3	2.5	7.1	0.6	7.3	2.86666666666667	10.3	9.3590463052003	0.658863234436309
253712_at	130.2	133.2	128.2	139	117.6	103.7	111.4	104.1	122	112	136.4	100.2	69.9	105	74.5	115.2	65.4	73.8	107.877777777778	139	5.49973454206191e-05	0.48304486116916
253713_at	1.2	1.9	4.5	2.2	9.3	1.8	1.2	3.8	5.8	2.4	1.2	3.2	5.7	7	13.2	17.2	12.8	5.6	5.55555555555556	17.2	17.4774758226609	0.346947476245705
253714_at	28	15.7	19	13.2	19.4	27.9	34.2	18.8	20.6	17.9	21.5	28.1	45.1	4.9	10.5	10.6	29.9	42.5	22.6555555555556	45.1	19.9110630825114	0.00493492170749593
253715_at	784.6	984.9	1201.5	1280.4	1120.6	845.4	875.1	1001.2	1167.3	1291.6	1160.2	1036.1	865	956.8	1228.3	1281	826.4	925.4	1046.21111111111	1291.6	13.3683952905705	0.00162246922981175
253716_at	13.8	17.1	14.6	17.6	12.1	12.6	15.3	14.3	13.8	19.1	18.5	13.8	18.3	13.3	11.3	17.4	17.6	18.5	15.5	19.1	14.7219943012029	0.460334364526153
253717_at	29.4	38.8	29.3	24.3	32.3	34.2	27.4	30.3	34.2	30.3	44.5	29	33.1	53.4	44.6	41.5	49.1	51.3	36.5	53.4	21.0476745955741	0.887773803559406
253718_at	3.7	6.3	2.8	0.7	10.9	3.6	1.9	4.2	0.9	4.3	1.1	3.2	1.7	1.8	6.2	2.9	7.3	1.6	3.61666666666667	10.9	10.1643172266142	0.92319134329267
253719_at	67	77.7	80.5	67.7	65.9	82	62.2	93.4	74.1	61.9	69.2	60.9	42.3	79.9	54.2	40	59	54.8	66.2611111111111	93.4	4.2485381726157	0.323638600418689
253720_at	14.8	4	8.6	12	17.2	16.3	8.4	5.9	26.3	5.3	22.9	17.7	11.4	7.8	4.6	14.6	16.8	3.3	12.1055555555556	26.3	16.5272233727103	0.000725839899037385
253721_at	9.2	10.3	9.7	4.7	2.7	11.3	12.7	16.4	7.5	12.3	10.4	6.1	12.4	23.9	21.2	22.8	11.1	18.8	12.4166666666667	23.9	7.0547249641345	0.467219624405641
253722_at	86	221.9	421.1	81	90.1	110.6	100.5	97.4	109.6	336.8	148.9	103	132.6	208.4	267.7	93.5	97.6	96.4	155.727777777778	421.1	22.3717160286405	0.195906477294366
253723_at	42.3	54.4	54.5	40.7	56	47	41.7	46.6	38.1	37.4	42.6	33.4	40.5	38.1	64.3	42.6	51.9	71.2	46.85	71.2	9.70209324345335	0.900037597092979
253724_at	6.6	3.6	7.3	6.1	4.8	7	6.7	4.3	4.8	0.5	0.7	1	19.2	17.6	10.3	9.5	13.8	5.2	7.16666666666667	19.2	6.8319790438578	0.586578128233283
253725_at	8.2	3.2	3.5	4	11.2	3.9	10.2	4.6	7	1.6	7	5.3	14.8	13.1	16.4	16.9	13.8	13.8	8.80555555555556	16.9	17.1503141905782	0.849806521408766
253726_at	42.9	54.7	51.8	58.2	58.5	40.1	42.2	27.1	60.7	49.8	51.7	25	48.2	48	45.2	50	56.3	34.4	46.9333333333333	60.7	9.8168825945602	0.0903344207577379
253727_at	2211.4	2213.1	2013.5	1850.2	1937.5	1934.1	1937.6	1639.9	1673.2	1805.9	2019.9	1981.9	2774.2	2312.3	2146.7	2226.7	2366	2360.4	2078.02777777778	2774.2	12.7789038881706	0.403846004538835
253728_at	565.7	747.8	693.9	797.3	732.4	615.4	612.4	746.1	844.5	906.8	872.8	701.3	738.7	885.3	809.9	851.3	768.8	658.2	752.7	906.8	17.1883467744572	0.00710405034963266
253729_at	73	75.4	68.9	66.8	72.6	75.2	82	73.8	78	72.6	80.3	70.4	37.7	38.7	40.4	50.7	36.2	38.1	62.8222222222222	82	7.7163330064867	0.890656541164156
253730_at	605	652.4	695.5	672.2	778.7	714.6	615.8	709.9	637.4	679.1	656.7	614.7	794.9	676.2	692.3	667.7	770.1	740.3	687.416666666667	794.9	17.031851550771	0.558483865373528
253731_at	111.4	96.1	99.2	94.9	127.1	110.1	122.6	114.7	107.3	91.9	95.8	106.7	58.2	42.8	49.4	79	74.9	75.1	92.0666666666667	127.1	0.359100767926702	0.777097733218593
253732_at	1	0.9	1.1	0.8	1.8	1.3	3.1	0.8	5.8	1	1	0.8	2.1	1.1	1.1	1.3	2.5	1.2	1.59444444444444	5.8	3.3910080617357	0.497690804690971
253733_at	13.1	12.8	19.5	17.8	18.2	17.5	14.1	17.1	13.2	16	13.9	11.6	14.4	7	17.3	16.8	20.2	16.1	15.3666666666667	20.2	16.4756841692098	0.199264137173446
253734_at	6.1	21.1	16.3	8.7	1.6	10.9	8.9	6.6	6.4	9.7	9.8	6.3	6.9	27.1	23.8	17.2	13.6	10.8	11.7666666666667	27.1	7.2066968037746	0.177336854589884
253735_at	96.8	131.7	131.1	129.8	123.6	120.8	86.1	106.3	101.1	112.7	121.5	109.3	81.3	93.1	104.6	104.8	105.9	75.4	107.55	131.7	14.4852332592354	0.143610949440373
253736_at	149.7	175.6	142.6	118.3	109.1	132.9	173.9	140.8	187.9	216.9	265.2	183.3	82.5	118.2	155.9	122.1	94.6	114.8	149.127777777778	265.2	9.9654143471126	0.615313021451363
253737_at	3.3	1.4	5.7	3.1	4.4	2.3	1.1	2.9	1.6	2.5	1.8	1.9	6.8	1.1	3.3	10.8	13.4	12.5	4.43888888888889	13.4	17.9999460159307	0.802476101741105
253738_at	3566.8	3572.1	4159.2	4282.7	3589.2	3705.8	3867.6	3554.4	3981.8	4536	3871	4968.2	8652.5	8716.2	9060.9	7629.1	6243.7	7005.6	5275.71111111111	9060.9	11.2256977386212	0.520449568516708
253739_at	155.8	78.6	56	74.3	94.7	122.1	120.8	121.2	97.9	68.9	96.1	140.7	115.6	89.4	84.6	110.4	151.7	144.1	106.827777777778	155.8	1.4157614871364	0.0180364158637175
253740_at	254.3	263.5	285.3	303.2	306.4	286.3	312	293.9	311.5	302.9	304.4	336.4	303.2	287.7	353.8	330.2	300.7	327.9	303.533333333333	353.8	20.8851110040819	0.388362143048034
253741_at	7.4	8.1	1.4	1.4	1.4	4.7	1.4	1	1.2	1.2	1.7	0.7	2	2	2	0.9	21.2	1.5	3.4	21.2	5.49973454206191e-05	0.67361904760181
253742_at	13.9	15.1	22	14	15	12.7	10.4	20.8	10.1	17	5.5	19.2	19.3	23	38.6	41.5	32.6	27.8	19.9166666666667	41.5	17.9999460159307	0.710652549837974
253743_at	2.9	20.3	26.5	23.2	44.2	15.9	28.6	31.9	9	4.9	24.7	9.4	31.1	47.8	7	6.9	41.9	48.4	23.5888888888889	48.4	16.9305597295483	0.570032335988092
253744_s_at	0.1	0.5	0.2	0.2	0.7	0.5	2.9	0.3	0.1	0.1	0.3	0.3	0.5	0.4	0.7	0.1	3.1	0.2	0.622222222222222	3.1	0.330456390216799	0.630490147927607
253745_at	0.4	1.6	0.4	1.3	0.5	0.2	0.9	0.4	1.2	2.6	0.2	0.9	0.3	8.7	2.7	4.3	7.2	6.2	2.22222222222222	8.7	17.9999460159307	0.173769866277694
253746_at	76.8	67.4	52.7	57.9	78.5	57.4	85.5	88	77.7	51.7	70.4	97.1	90.8	102	101.7	114.2	90.6	114.8	81.9555555555555	114.8	19.2536773592143	0.60838478530137
253747_at	16.1	9.1	8.4	14.1	20.9	19.8	11.1	22.6	13.5	10.8	3.6	20.2	12.8	3.9	3.2	4.4	20.9	11.6	12.6111111111111	22.6	23.1416118297034	0.0903409523600036
253748_at	58.7	46.4	50.6	45.2	44.7	44.8	64.1	49.1	53.2	50	52.3	36.2	57.9	76.6	70.4	58.7	59	48.8	53.7055555555556	76.6	1.2438008785942	0.247488122471335
253749_at	315	213.2	240.9	315.7	357.7	329	307.3	270.4	278.4	177.9	185.6	330.3	285.4	210.6	228.8	305.5	385.1	373	283.877777777778	385.1	20.0778431321607	0.00658457270812207
253750_at	21.1	20.5	22	21.1	23.7	20.3	22.1	24.7	17.2	20.1	21.7	21.5	27.5	31	32.8	28.7	46.2	43	25.8444444444444	46.2	19.7719483786005	0.702176840719854
253751_at	316.9	356.2	315.4	343.9	311.2	315.8	260.5	311.4	339.6	270.8	323.5	373.8	256.7	319.2	245.1	325.2	228.9	290.4	305.805555555556	373.8	16.7137181836636	0.886538986069491
253752_at	221.8	216.9	199.1	196.8	163.3	213.5	148.2	155.2	190.4	158.2	143.3	187.7	228.4	251.1	211.9	198.2	216.4	205.9	194.794444444444	251.1	10.7683087630457	0.307688961773642
253753_at	478.7	360.7	406.6	371.2	385.2	276.2	480.3	365.3	289	440.4	383.1	380.8	311	319.7	279.7	255.1	226.8	319	351.6	480.3	7.8596763637128	0.694320108962524
253754_at	497.8	459.2	398.8	375.5	363.1	409.2	612.5	589.5	551.8	573.8	628.5	689.5	602.2	620.2	559.7	700.1	487.4	653.3	542.894444444444	700.1	0.0924902543269965	0.692017368620386
253755_at	251.9	402.5	449.7	409.1	348.6	290.5	241.1	361.7	424	437.2	403.4	329.7	273.9	433.3	496.9	462.3	316.9	326.8	369.972222222222	496.9	4.3498846135697	1.80583121080963e-06
253756_at	83.5	105.3	108.6	88.7	98.5	106.3	106.4	78	68	83.6	110.5	72	98.8	96.1	84.7	68.6	78.3	98	90.7722222222222	110.5	11.4742501272924	0.491368125203609
253757_at	31.4	49.7	44.1	34.2	42.8	43.3	37.9	39.7	35.1	50.8	43.7	32.4	63.9	49.9	43	43.4	42.7	49.2	43.1777777777778	63.9	6.6771490502007	0.908368503659118
253758_at	850.5	959	797.6	952.6	864.5	988.9	1067.2	1259.6	1163.1	1331.2	1310.9	1299.2	982.1	1130.1	1113.6	959	1301.9	1258.4	1088.3	1331.2	11.0567546362084	0.613324832182497
