Protein.Name	Gene.Name	Uniprot.ID	mRNA.ID	ZT00	ZT02	ZT04	ZT06	ZT08	ZT10	ZT12	ZT14	ZT16	ZT18	ZT20	ZT22	ZT24	ZT26	ZT28	ZT30	ZT32	ZT34	ZT36	ZT38	ZT40	ZT42	ZT44	ZT46
Plastin-2	Lcp1	Q61233;D3Z311;D3Z7D9;D3YVW8;D3YZ25	1448160_at	7.201214189	7.238311021	7.263473599	7.404022082	7.45278338	7.462537477	7.665778856	7.326482114	7.459519297	7.270296003	7.813295457	7.267649809	7.413339577	7.500689527	7.542854238	7.425629316	7.317365756	7.375201805	7.669595625	7.515092201	7.437059972	7.267631028	7.344825208	7.277358044
ATP-dependent RNA helicase DDX3X	Ddx3x	Q62167	1423043_s_at	11.42750783	11.57571278	11.28239255	11.61400078	11.80695398	11.86464856	11.68719093	11.4782485	11.62479892	11.60518136	11.50187605	11.71600171	11.32716516	11.29829841	11.35291614	11.65620946	11.81063846	11.57919487	11.55592986	11.489994	11.34095523	11.47237959	11.48826239	11.36430983
Adapter molecule crk	Crk	Q64010;Q5ND50;Q64010-2;Q8JZR2;F7D232;Q3TQV3	1425855_a_at	6.204470169	6.21732466	6.414650413	6.474936284	6.525317316	6.408068866	6.526947134	6.608779484	6.223297004	6.194294305	6.060721022	6.311128768	5.820249299	6.26432892	6.101689741	6.356946232	6.589507824	6.509886341	6.125197374	6.134748335	6.20148341	6.210992039	6.093579744	5.840123542
Exocyst complex component 3	Exoc3	Q6KAR6	1434750_at	7.999139439	7.927159039	8.057581702	7.959716415	7.868891362	7.697170025	7.859367104	8.069817403	7.718007845	7.804729541	8.181003639	7.707136692	7.935236244	8.037839754	7.824304757	7.882330519	7.821383162	7.763594887	7.666463919	7.820777955	7.743632528	7.969356747	7.881580464	8.019517111
Elongator complex protein 1	Ikbkap	Q7TT37	1451254_at	7.995881051	8.054048606	8.063328355	8.030780275	7.86082378	7.922733096	8.330467317	8.237603201	8.114695399	8.148410862	8.334089009	7.683635795	7.747099488	7.738678	7.79144917	7.901666962	7.895785708	8.057674024	8.069184702	8.026640951	7.978934593	7.989995858	7.844893253	8.255112856
NAD kinase domain-containing protein 1	Nadkd1	Q8C5H8	1453422_a_at	8.080463827	8.311606208	8.264010493	8.533133674	8.789371016	8.487607856	8.590813013	8.430933243	7.929064291	8.243104154	7.710888777	7.859702507	8.088276384	8.280766848	7.872208984	8.623032843	8.154284796	8.276715994	8.702677238	8.261881054	7.924870745	7.858441532	7.878270798	7.170836258
Dymeclin	Dym	Q8CHY3	1423736_a_at	8.028297868	8.053196272	8.29428859	8.529501209	8.540775549	8.642591044	8.385371883	8.531146663	8.089601034	8.09697473	7.923149551	7.998474329	8.351018753	8.655604815	8.519868682	8.637105168	8.565317465	8.663369554	8.568301693	8.664835879	8.420914467	8.415093896	8.308685627	8.362875486
Ubiquitin carboxyl-terminal hydrolase 15;Ubiquitin carboxyl-terminal hydrolase	Usp15	Q8R5H1;Q3UZH0;Q8R5H1-2;Q8R5H1-3;Q8R5H1-4	1454036_a_at	7.632038884	7.72251383	7.715378684	7.775606016	7.838288145	7.975598296	7.781093606	7.808937716	7.814208953	7.598577958	7.420992009	7.743069501	7.598604932	7.282230527	7.490874929	7.829750209	7.748028681	7.783026946	7.761284455	7.803775672	7.452594655	7.14271649	7.376850898	7.145957754
	Cald1	Q8VCQ8;D3Z6I7;E9QA16;E9Q0M9;F6QLP8;E9Q9F3;F6ZAW1;F6RGN9	1424769_s_at	12.33150763	12.40098833	12.29957241	12.39004951	12.35272375	12.20638316	12.06260237	12.09211518	12.00735085	12.00051044	12.3206444	12.17248197	12.26399557	12.37741398	12.31542735	12.28580074	12.20695639	11.99375421	12.12930551	12.09313117	12.11502219	11.82944497	11.99890157	12.12713564
39S ribosomal protein L27, mitochondrial	Mrpl27	Q99N92	1415690_at	11.04090622	11.00557052	11.05790522	11.10922348	11.05446815	11.13518641	11.14733203	11.13555419	11.14485563	11.10423688	11.15118983	11.06167825	11.11756001	11.0708306	11.1715953	11.10001519	11.23939452	11.29060123	11.10723567	11.22914256	11.15244811	11.17989978	11.03608579	11.35940917
	Pkp2	Q9CQ73;E9PW40;E0CXK9;E0CX59	1420259_at	4.048753026	3.984901267	3.781544642	4.009011281	4.030597598	3.597195032	3.902008132	4.028651848	4.151636205	4.088584514	4.132353318	3.898472899	3.942585102	4.185872893	3.9956759	3.84009954	3.915064642	3.997596958	4.065121752	4.443889486	4.368932623	4.574889017	4.279215951	4.238949644
Aldehyde dehydrogenase X, mitochondrial	Aldh1b1	Q9CZS1;G3UYH1;G3UWP3	1451260_at	9.470712923	9.234365509	9.273327658	9.289302606	8.909678858	8.907727192	9.007054907	9.37966556	9.423215797	9.089429494	10.06046478	8.578455357	9.480092527	8.998612003	9.3194321	9.306556931	9.197738933	9.160899569	9.541484033	9.691702462	9.263384843	8.694182741	8.459822428	9.35283931
Sterol 26-hydroxylase, mitochondrial	Cyp27a1	Q9DBG1	1417590_at	12.61390902	12.33028406	12.4707232	12.49615765	12.596411	12.51640576	12.66296022	12.47702179	12.4712683	12.39716596	12.52995538	12.8084466	12.74224778	12.7949947	12.67656279	12.73003138	12.63041229	12.66916342	12.45190036	12.48170215	12.33281441	12.58009475	12.51994235	12.3115481
Peroxisomal acyl-coenzyme A oxidase 3;Acyl-coenzyme A oxidase	Acox3	Q9EPL9;E9Q296;Q8C178;Q3TAW3;D3Z2N6	1437352_at	5.880618769	5.86172357	5.944840149	5.781893778	5.82910367	5.76160621	5.492310331	5.639865368	5.742025569	5.744066554	5.634872791	5.692839159	5.971937746	5.823709713	6.105480042	5.734395558	5.929370649	5.742025569	5.385567706	5.805950303	5.524619056	5.767950717	6.040149995	5.945451773
High mobility group nucleosome-binding domain-containing protein 5	Hmgn5	Q9JL35	1418152_at	9.274178114	9.962052268	8.801144106	9.695375971	9.715189446	9.750492911	8.949706599	9.267208612	9.859789044	9.175865331	9.7988857	9.163775881	9.271989204	8.734173194	8.919588379	9.570836961	10.09809534	9.462189104	9.533120641	9.429582246	9.540920424	8.703237957	9.503810242	9.08110181
DnaJ homolog subfamily A member 2	Dnaja2	Q9QYJ0	1429476_s_at	11.07346274	11.12189777	10.9931932	11.00940337	11.32076998	11.48461424	11.50920175	11.43035353	11.32959136	11.21654935	11.25848833	11.35597527	11.05050303	11.07659105	11.15923407	11.10008507	11.38333734	11.38150925	11.51779089	11.45452847	11.28893345	11.20043954	11.13693745	10.93975808
Mitochondrial dicarboxylate carrier	Slc25a10	Q9QZD8	1416954_at	9.878822804	9.642723546	9.843555943	10.17468806	10.12046374	10.21710862	10.28928321	10.04418129	9.863058341	9.82368272	9.858226826	10.01078858	10.08000184	10.0126813	10.32564192	10.39932071	10.37364378	10.49402049	10.34333363	10.35748922	9.914946909	10.07436838	9.889467978	9.612819149
Calcium-binding mitochondrial carrier protein Aralar2	Slc25a13	F6ZSC6;Q9QXX4	1449481_at	11.36871048	11.30138895	11.34086391	11.53011435	11.63175191	11.62626635	11.33625234	11.55376887	11.23785924	11.2163276	10.97801905	11.31270243	11.42107166	11.39371293	11.44314174	11.50242676	11.48748799	11.79851833	11.66922643	11.6308702	11.082172	11.15079664	11.18507785	10.7532069
Lysosomal protective protein;Lysosomal protective protein 32 kDa chain;Lysosomal protective protein 20 kDa chain	Ctsa	G3X8T3;P16675;A2A5J9;A2A5J6;A2A5J8	1458466_at	6.673291187	6.761763613	6.765969175	6.787782983	6.772391499	6.681443749	6.696295547	6.741604203	6.591462852	6.802864794	6.70391796	6.909417836	6.899660562	6.817375378	6.939978441	6.82472659	6.675241494	7.011491098	6.551476544	6.79074744	6.639887668	6.601967843	6.69719965	6.741101947
	2210016F16Rik	G3X8U3	1452744_at	6.35225079	6.15348554	6.407866779	6.09305578	5.864706187	5.879170779	6.006159727	6.154549158	6.249218607	6.361554554	6.673323038	6.025278882	6.352423671	6.272544606	6.157488473	6.023937843	5.839350429	5.99343239	6.373445248	6.159042109	6.156949165	6.163129245	6.482023769	6.389945715
Transcriptional activator protein Pur-beta	Purb	O35295;Q8R4E6;Q8R4E6-2	1419642_at	8.132570026	8.264517041	8.235043841	8.512029672	8.554817805	8.568266271	8.320742835	8.345840973	8.453157216	8.419291267	8.265985832	8.670093042	8.04585262	8.003501558	8.269302698	8.482241359	8.569530085	8.284240719	8.639424742	8.314687223	8.42920186	8.527922724	8.254306089	8.507566731
Hepatocyte nuclear factor 1-alpha	Hnf1a	P22361;P27889-3;P27889-4;F6XBL0;F6ZH76	1421234_at	4.542571634	4.478883089	4.568490811	4.565359074	4.35400139	4.395073329	4.467164342	4.416203785	4.505339909	4.693978658	4.51891718	4.619882115	4.629930487	4.623817805	4.406027154	4.325056806	4.266632653	4.436865807	4.704925436	4.567154217	4.594677726	4.34596901	4.465396038	4.830371767
Dynamin-like 120 kDa protein, mitochondrial;Dynamin-like 120 kDa protein, form S1	Opa1	P58281-2;P58281;E0CXD1;F6U775	1418768_at	5.297178115	5.53226703	5.380251277	5.742727014	5.761737397	5.506274342	5.356151329	5.484941511	5.099914459	5.297877134	5.286591669	5.120934432	5.06370351	5.203420939	5.163251532	5.514073556	5.342350442	5.451708222	5.551271925	5.315800734	5.150763391	5.222718949	5.328204681	4.940495278
Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform	Ppp3ca	P63328;P63328-2;Q4V9X0	1426401_at	8.228049476	8.024299923	8.279809675	8.599538899	8.578207716	8.537474052	8.318200525	8.051121628	8.093639668	8.142207499	8.048642269	8.168044332	8.16067225	8.42051701	8.501784485	8.562334329	8.541206702	8.35299273	8.32367498	8.022222636	8.074395914	7.609873023	7.999488986	7.866295551
	Dnm2	Q3T9X3;F8WIV5;Q3TCR7;G3UZZ3;Q91Z39	1432004_a_at	4.727038978	4.719827439	4.570277525	5.03702993	4.918450452	4.926785093	4.970518018	4.97512873	4.772675097	4.958963617	5.146697075	4.794592881	4.881374044	4.994988661	4.805933204	5.068975759	4.946982765	5.008418632	4.933583016	5.195865723	4.713956996	4.607455103	4.80871097	4.38116146
Sorting nexin-33	Snx33	Q4VAA7	1434361_at	6.972061916	6.708673114	7.123258831	6.87385451	6.520019236	6.623521787	6.702222346	6.451961098	6.86419837	6.654687908	6.818707268	6.749814444	7.272909758	7.247699308	7.067261164	6.912144541	6.687974712	6.814614108	6.823296328	6.82071566	6.726339739	6.912952434	7.010092356	6.933877126
Small glutamine-rich tetratricopeptide repeat-containing protein alpha	Sgta	Q8BJU0;Q8BJU0-2	1451067_at	9.136712789	9.0769638	9.02996965	8.994433844	8.936282568	9.135557261	9.181312799	9.023197841	8.89559828	8.887622813	9.17756384	9.235621618	9.324034616	9.194385204	9.289131766	9.252253731	9.057645062	9.176581689	9.282729823	9.249263383	9.025487069	9.040583573	9.096310656	9.059427735
Nuclear pore complex protein Nup133	Nup133	Q8R0G9	1436816_at	6.304532401	6.125272211	6.565475897	6.667362521	6.428370188	6.507571049	6.40376143	6.514180645	6.204595992	5.966658149	6.006657144	6.194653328	6.064437111	6.354407296	6.429775031	6.414945151	6.488824382	6.585630646	6.494378402	6.416779726	6.302392341	6.303869853	6.036382223	6.30509933
Carboxymethylenebutenolidase homolog	Cmbl	Q8R1G2;E0CXH4;E0CXT6	1451322_at	11.75811768	11.70377463	11.55855887	11.85158713	11.45849592	11.58318456	11.19629709	11.37608005	11.40071387	11.23787726	11.54482994	11.49120241	11.72109353	11.5776016	11.78017724	11.6640162	11.70495121	11.66505178	11.41177954	11.64979359	11.38386586	11.52215224	11.40931522	11.55285783
Cytochrome b-c1 complex subunit 9	Uqcr10	Q8R1I1	1434340_at	9.589973584	9.559794281	9.699119176	9.503552685	9.590296823	9.530686087	9.444325693	9.741096482	9.574792849	9.838715973	9.489303207	9.347892738	9.580982376	9.496464695	9.322314517	9.353852289	9.393351232	9.527857394	9.848022441	9.650018213	9.964744205	9.881467288	9.688218059	10.0607117
Ubiquinone biosynthesis protein COQ4 homolog, mitochondrial	Coq4	Q8BGB8;B7ZCV4;D6RJJ8	1435231_at	7.465701404	7.390234251	7.459921105	7.30195615	7.101990547	7.106246288	6.818971774	7.207139528	7.234890231	7.114273551	7.524061117	7.176947019	7.463999572	7.191509487	7.332104537	7.076657935	7.066144875	7.336231568	7.323513562	7.295954566	7.390234251	7.445576146	7.205213793	7.524191215
Protein TBRG4	Tbrg4	Q91YM4;E9PUT1;Q5SWP1	1442793_s_at	7.897210821	7.96209789	8.256145672	8.184793409	8.308530407	8.287846253	8.529674634	8.560422568	8.009871111	8.148026069	8.340440283	7.839644327	8.096429126	7.999653109	8.156893217	8.142571862	8.35363981	8.379435382	8.2962123	8.258798736	8.129799818	8.419860521	8.038284245	8.381255803
Ubiquitin-conjugating enzyme E2 variant 2	Ube2v2	Q9D2M8;A6X925;Q9D2M8-2;B2KF55;B7ZBY6;D3Z6R2	1417984_at	6.47069345	6.660940972	6.532400326	6.794865979	6.661521357	6.251733143	6.524084492	6.560208648	6.188266311	6.262881	7.066497087	6.444706968	6.486798905	6.404871301	6.610512689	6.573027487	6.457667241	6.302436528	6.035837499	6.320646751	5.801712452	5.978092879	6.124812963	6.377193677
PERQ amino acid-rich with GYF domain-containing protein 2	Gigyf2	Q6Y7W8;G3UYG6;G3UWR2;G3UYR9;E9Q2M5;G3UZX7;Q6Y7W8-2;G3UZW5	1457472_at	3.657140894	3.730713762	3.510593233	3.332292996	3.488356177	3.366368717	3.401440427	3.758192874	3.753799291	4.138985423	3.760620428	3.529429048	3.457709866	3.590341084	3.13959485	3.42312644	3.34139925	3.532051565	3.470683165	3.737704693	3.627658765	3.951417618	3.946782369	4.334296656
DNA topoisomerase 1	Top1	Q04750;F8WIA2	1423474_at	9.836172541	10.00261075	9.48830141	9.591848171	10.10269652	10.04081335	10.06481298	10.14771959	10.31166234	10.13165499	10.22024555	10.03089592	10.00881772	9.75316126	9.776346099	9.901654742	10.06631283	10.24999736	10.20828349	10.31292469	10.02876763	9.885310559	9.777781481	9.970239682
Aldehyde dehydrogenase family 8 member A1	Aldh8a1	Q8BH00;F6T4U0	1427337_at	12.32233847	12.32997638	12.41507803	12.52285923	12.48079874	12.40393785	12.39260774	12.23865547	12.22769902	12.20326747	12.25474077	12.36547269	12.35786211	12.46286934	12.48632483	12.57549766	12.49215702	12.46612364	12.46551649	12.26188902	12.17235133	12.29927661	12.29958624	12.21608091
28S ribosomal protein S35, mitochondrial	Mrps35	Q8BJZ4	1452111_at	9.013937834	8.857213343	9.199106712	9.229985758	9.156677787	9.256193751	9.301799316	9.181113712	8.786646965	8.770146224	9.088320242	8.997290937	9.025667413	9.116823936	9.167676944	9.318589712	9.383810262	9.356050654	9.191663331	9.159245598	9.094752265	8.998846863	9.079982255	9.257247217
StAR-related lipid transfer protein 5	Stard5	Q9EPQ7;D3YU00	1422821_s_at	9.286161423	9.024525872	8.986515395	9.350630842	9.578562699	9.626293275	9.696330853	9.730076095	9.412235214	9.372600939	8.956756067	9.265480358	9.401829023	9.273822084	9.406286828	9.443431381	9.445270434	9.779978457	9.83472134	9.735545308	9.417991475	9.328410495	9.314938677	9.179519813
Transmembrane emp24 domain-containing protein 2	Tmed2	Q9R0Q3;F6V6T4;E9PVS9;Q8BPI2	1455968_x_at	12.16663852	12.27534238	12.25192571	12.0579771	12.27930073	12.16523	12.26490855	12.40281795	12.39786429	12.34005889	12.1990634	12.16549895	12.12310771	12.11804738	12.14383661	12.18023271	12.14412206	12.21808276	12.27044896	12.31575966	12.3367183	12.255966	12.27431629	12.23109163
Translation initiation factor eIF-2B subunit alpha	Eif2b1	Q99LC8;D3Z151;D3YZ05	1460730_at	8.52662446	8.41880464	8.533448667	8.545672227	8.575588214	8.665584963	8.758254179	8.759910593	8.595521593	8.548219683	8.522524279	8.294751345	8.543377046	8.491155349	8.570833242	8.377235018	8.565595731	8.786981277	8.828137178	8.728356396	8.67848016	8.603273461	8.67848016	8.496871276
Protein KHNYN	Khnyn	Q80U38	1439038_at	6.744495512	6.826895618	7.16613346	6.904047669	6.494539021	6.330619447	6.4976313	5.983561951	6.565607835	6.165468664	6.893961484	6.605467002	7.17878426	7.054582206	7.14742487	6.84150104	6.642703454	6.557897836	5.766536814	6.11610178	6.860606764	6.642174962	6.878035904	7.014805546
Protein EFR3 homolog A	Efr3a	F8WHB0;Q8BG67-2;D3Z384;Q8BG67;Q8BWC5;Q6ZQ18;Q6ZQ18-2;G3UX01	1416133_at	9.264189466	9.082804141	9.281133445	9.28605914	9.321194201	9.433536082	9.275045248	9.02543184	9.011830839	9.005169417	9.32396859	9.416283272	9.342976861	9.437386499	9.32647283	9.41036699	9.414074801	9.347944789	9.323777944	9.137896064	9.046413147	9.076139978	9.122473184	9.153216108
mRNA cap guanine-N7 methyltransferase	Rnmt	Q9D0L8;Q9D0L8-3;Q9D0L8-2;D3YYS7;D3Z478;D3Z4K1	1453106_a_at	7.660327132	7.882840607	7.627550697	7.78500679	7.569912492	7.705972779	7.524927625	7.283371844	7.345274722	7.275830818	7.604609505	7.573704682	7.542073915	7.639057622	7.677417339	7.482609476	7.564035216	7.395752621	7.525845653	7.047872942	7.39647848	7.03400547	7.464989183	7.208308565
Indoleamine 2,3-dioxygenase 2	Ido2	A4UHF3;E9QKA9;Q8R0V5	1425778_at	7.039466045	6.959987736	7.051848562	6.750228675	6.723831188	6.517137028	6.595548526	6.903003534	7.083784356	7.084986472	7.399823491	6.903020979	7.382215683	7.126522198	7.102460556	7.119609792	6.95559169	7.038547031	6.915193	7.14322537	7.116726344	7.355845456	7.302092074	7.481218925
40S ribosomal protein S25	Gm4963;Rps25	D3YXG3;P62852	1451068_s_at	12.74170943	12.66399937	12.65649323	12.76998887	12.77253466	12.63059595	12.62837952	12.77494655	12.68712233	12.77012134	12.73247992	12.61329112	12.60599263	12.71697288	12.65258127	12.69174736	12.64140284	12.66526679	12.80634976	12.77274975	12.78325135	12.76567568	12.71806619	12.86879187
	2810007J24Rik	Q8BGL3;E9QAK1;B1PQU4	1428981_at	12.98007847	13.23126427	13.09292353	13.4136831	13.45666291	13.47075886	13.24089484	13.2226206	13.13409095	13.06794979	12.50769704	13.06865761	13.16606208	13.21836745	13.36914718	13.42858198	13.52403191	13.27244819	13.26855347	13.34560087	12.93428471	13.21468391	13.2644494	12.96978446
Abhydrolase domain-containing protein 10, mitochondrial	Abhd10	Q6PE15;Q6PE15-2;F6X5P5	1427959_at	6.459034308	6.563785601	6.496916977	6.805335762	6.708913579	6.789886333	6.62382423	6.737387154	6.387420703	6.445985244	6.657866681	5.868524866	6.398869717	6.340125465	6.824106131	6.596653455	6.799851322	6.544356413	6.640605081	6.188322014	6.507562228	6.283058694	6.446700635	6.413164892
Dihydropteridine reductase	Qdpr	Q8BVI4;D3YWR7;D3Z1A1	1437993_x_at	13.37640184	13.39041761	13.41596278	13.44541491	13.42192244	13.28227888	13.19699451	13.34224495	13.33048513	13.19428096	13.38302414	13.2664749	13.33477503	13.37209535	13.25717759	13.3970313	13.36062651	13.30572985	13.5084353	13.42488975	13.34654187	13.22630048	13.24107037	13.23886328
Epidermal growth factor receptor substrate 15-like 1	Eps15l1	Q60902;F8WJ42;Q60902-2;Q60902-4;F6Q0T0;Q60902-3;F6ZE93	1424765_at	7.071339523	7.065540479	7.04174769	6.839052072	6.837911551	6.962025209	7.041290176	6.97524333	7.049717925	7.07168253	7.138926292	7.167871928	7.321161648	7.117904987	7.010515208	7.012023669	6.874118006	7.136992567	6.89185356	7.061079261	7.091098127	6.983205893	6.92316763	7.138637907
60S ribosomal protein L13a	Rpl13a;Rpl13a-ps1	P19253;E9Q5A0;D3YY61;Q3TDS9	1455001_x_at	10.61375255	10.58834242	10.57077054	10.42699424	10.47913669	10.49257275	10.48866171	10.61607374	10.50122453	10.69870678	10.66177661	10.70911461	10.53994715	10.52626762	10.49473659	10.50607246	10.41705011	10.50955545	10.62284037	10.58745114	10.75116391	10.73050568	10.70907748	10.80938032
Disks large homolog 1	Dlg1	Q811D0-3;Q811D0-2;E9Q9H0;Q811D0;D3Z3B8;F6UDT8	1415691_at	9.289170841	9.44240453	9.394836201	9.499603874	9.621130938	9.688325	9.176623965	9.219165104	8.943620518	8.976119835	9.164543151	9.201811785	9.319218828	9.448067441	9.581304256	9.560792195	9.720567365	9.349857092	9.141749968	9.107504999	8.935418942	8.740719913	9.127325353	8.995670851
Hormone-sensitive lipase	Lipe	E9Q4M2;Q8CDI9;P54310	1422820_at	6.383964209	6.561181815	6.654939108	6.723463693	6.509151377	6.638961698	6.669738323	6.379640013	6.586427627	6.40231289	6.563077372	6.429135615	6.584692001	6.554672252	6.781982899	6.91570005	6.838335838	6.859076497	6.659055215	6.799131876	6.764430764	6.786995244	6.729946334	6.572142975
Protein canopy homolog 3	Cnpy3	Q9DAU1;Q9DAU1-2;B0V2V1	1426479_a_at	7.224125182	7.316945562	7.338002787	7.193216839	7.034604489	7.12735281	7.043112256	7.263646085	7.338328966	7.19804264	7.287070322	7.220233527	7.434246345	7.505895897	7.353762353	7.262858203	7.06152879	7.173516032	7.350647903	7.479786466	7.263134751	7.496695944	7.203396227	7.030577907
Nucleolar RNA helicase 2	Ddx21	Q9JIK5	1448270_at	7.123163406	7.114807337	6.908582722	6.835857883	7.132436617	7.056412671	7.290768649	7.478903692	7.248406223	7.42401689	7.721906159	6.899885444	6.823059339	6.924166108	6.950743278	6.822457692	7.207499462	7.046677892	7.204247751	7.290450692	6.88777071	7.010082592	7.190817244	7.196529351
ADP/ATP translocase 1	Slc25a4	P48962	1424562_a_at	7.191270191	7.074700356	7.163126551	7.10956676	7.309959529	7.404106707	7.711703879	7.360555789	7.42113892	7.114566823	7.193733683	7.292391536	6.948704429	7.121614907	7.172469513	7.239812454	7.297465764	7.196428812	7.555471645	7.381712643	7.66714093	6.871376759	7.037201981	7.350282999
	Slc22a28;Slc22a30	B2RT89;Q96LX3;E9PUM7;E9PVA5;Q3V3G0;Q8VCA0	1436162_at	11.38803389	11.71702	11.46087569	11.77852948	11.6964589	11.61599913	11.39192072	11.15390601	11.47813189	11.43302414	11.28689207	11.69760642	11.67949503	11.60418585	11.61569084	11.57321262	11.4706297	11.5983104	11.71146807	11.5417883	11.685388	11.62351351	11.56871756	11.41927408
Pescadillo homolog	Pes1	Q5SQ20;Q9EQ61	1416173_at	5.234218336	5.437089854	5.405533178	4.7691521	4.657820711	4.436522594	4.974862864	5.130839859	5.339450018	5.335170542	5.957608967	4.998385907	4.841564675	5.109121973	4.681926491	4.824281197	5.054377661	4.571269216	4.504676321	4.922926056	5.321484466	5.223822707	5.270902827	5.720635016
Lethal(2) giant larvae protein homolog 2	Llgl2	Q3TJ91;B1ATA9;G3UXR0;B1ATA8;B1ATA7;G3UXS2	1423938_at	7.75553581	7.691166433	7.595928437	7.774061206	7.528682614	7.554966808	7.490310153	7.268685165	7.531802738	7.588805959	7.44077796	7.66431172	7.688804538	7.968395161	7.767864606	7.922451598	7.666846756	7.42805576	7.494249655	7.381473049	7.642005678	7.789704731	7.951936017	7.804846183
Host cell factor 1;HCF N-terminal chain 1;HCF N-terminal chain 2;HCF N-terminal chain 3;HCF N-terminal chain 4;HCF N-terminal chain 5;HCF N-terminal chain 6;HCF C-terminal chain 1;HCF C-terminal chain 2;HCF C-terminal chain 3;HCF C-terminal chain 4;HCF C-terminal chain 5;HCF C-terminal chain 6	Hcfc1	B1AUX2;Q61191;F6SJS2	1450439_at	5.015480694	4.943034759	4.966988076	4.801540266	4.52906121	5.148572091	5.008814523	5.016138399	4.98291921	5.116627746	5.183251286	5.244217856	5.022835062	4.826769812	4.893568497	4.989126181	4.853721963	5.043524375	4.970909551	5.038573311	5.026249635	5.141594436	4.960848902	4.851597235
Tight junction protein ZO-3	Tjp3	E9QL54;Q921G9;Q9QXY1	1417896_at	8.109819419	8.18523179	7.688538839	7.608538165	6.620003255	6.563833766	6.461184881	6.870351487	7.129823587	7.68835908	8.400605687	7.840361666	8.315305772	8.008945678	7.473692809	7.705475824	6.616069628	6.474427619	6.751764481	7.467161436	7.641387568	8.147879511	7.884790544	8.490933124
	Arfgef1	G3X9K3;D3YYK9	1415711_at	9.225518654	9.362495575	9.29793588	9.423653932	9.596336104	9.542135692	9.393025235	9.408072945	9.521565355	9.332925898	9.288862128	9.405512215	9.346231504	9.318857477	9.457823932	9.586428856	9.543119239	9.605577474	9.395371882	9.477231474	9.461609299	9.369319201	9.43195163	9.320284767
Oxysterol-binding protein;Oxysterol-binding protein-related protein 11	Osbpl11	G5E8A0;Q8CI95;Q8R2T7	1455534_s_at	8.580051925	8.476385405	8.538983224	8.749411225	8.566849963	8.493479128	8.603673069	8.75510694	8.648558523	8.595928138	8.681749639	8.593587431	8.342050968	8.486906936	8.464680758	8.470957776	8.360260267	8.290869334	8.303244797	8.397695794	8.543705663	8.477230347	8.600870522	8.659484068
Carboxylesterase 3B	Ces3b	G5E8K9;Q8VCU1;G5E8G7;Q8VCU1-2;G3UYS7	1451600_s_at	13.66676113	13.83670055	13.7752459	13.79007403	13.71019976	13.82837322	13.65985463	13.60383953	13.56379539	13.71328746	13.60062886	13.68273906	13.79369322	13.84475432	13.8412238	13.81395162	13.82653634	13.78381594	13.57163312	13.72650026	13.55217359	13.79505822	13.86379943	13.7475405
Tetranectin	Clec3b	P43025;Q8CFZ6	1449466_at	5.643978488	5.201693769	5.332679898	5.434635023	5.260798853	5.449969298	5.300622929	5.363988903	5.598331126	5.578253693	5.178330643	5.395067105	5.325491291	5.377751674	4.963328907	5.281952565	5.356126909	5.386487564	5.285460461	5.32337693	5.213201795	5.175640322	5.258665017	5.417140131
E3 ubiquitin-protein ligase RBX1	Rbx1	P62878	1440061_at	6.298968062	6.346952422	6.461538709	6.552248575	6.327448309	6.517477752	6.262893256	6.136372502	6.184200507	6.143299298	5.833244677	5.895336536	6.17171043	6.302055666	6.277535599	6.346208792	6.546626285	6.365792975	6.284959612	5.852123956	6.228786894	6.25743635	6.309380541	6.272139753
Peptidylprolyl isomerase domain and WD repeat-containing protein 1	Ppwd1	Q8CEC6;E9Q873	1456359_at	6.310236565	6.307582174	5.971499341	6.464447736	6.407684526	6.13184152	5.932580023	6.098447579	6.072269204	6.114561583	6.324793959	5.333627104	5.862364645	6.313398491	6.189993138	6.239260976	6.522346974	5.727174586	5.98516004	6.092478027	6.289835532	5.848976536	6.196236169	6.141884025
Solute carrier family 25 member 45	Slc25a45	Q8CFJ7;Q8CFJ7-2;D3Z5G2;D3Z2H6	1426883_at	9.252412368	9.324018756	9.449918332	8.984495688	9.166037215	9.09143141	9.182981938	9.256783271	9.544294931	9.413831936	9.304634624	8.975116533	9.266170022	9.147087515	8.971565372	8.974302925	9.051951373	9.334197126	9.168558559	9.525070207	9.277523652	9.424961059	9.189545175	9.562538668
Transcription elongation regulator 1	Tcerg1	Q8CGF7;Q8CGF7-2;Q8CGF7-3	1421033_a_at	6.070457351	6.214717394	6.333833582	6.251505394	6.212736741	6.352036866	6.348531534	6.31431871	6.147725618	6.527325599	6.400270297	5.937827971	6.089101112	6.215988157	5.886357546	6.185456127	6.03981106	6.102459353	6.152018758	6.224310893	5.677097511	5.642326681	5.90504947	5.607464329
	4921530L21Rik	Q9CQ47	1419718_at	3.537475745	3.329542959	3.565928382	3.600057299	3.249049688	3.510520696	3.408947513	3.371193953	3.399487352	3.381609858	3.410932946	3.537475745	3.324099963	3.390548718	3.369688516	3.219811611	3.308821755	3.366089261	3.461271961	3.445325727	3.369597161	3.400311121	3.310149523	3.596424377
