ID	LD00	LD04	LD08	LD12	LD16	LD20	LD24	LD28	LD32	LD36	LD40	LD44
AT3G46000	736.6	877.33	1533.16	998.54	940.47	923.91	759.64	873.02	1463.55	1275.06	1263.25	1053.43
AT3G46000	736.6	877.33	1533.16	998.54	940.47	923.91	759.64	873.02	1463.55	1275.06	1263.25	1053.43
AT3G46000	736.6	877.33	1533.16	998.54	940.47	923.91	759.64	873.02	1463.55	1275.06	1263.25	1053.43
AT3G46040	1915.04	2425.8	1954.08	1666.73	2475.69	2133.77	2038.4	1659.65	1681.13	1681.56	1523.45	2525.28
AT3G46070	4.03	4.52	4.43	5.03	5.91	4.67	3.78	4.55	4.97	4.55	3.31	4.41
AT3G45410	15.3	17.87	30.15	15.4	9.58	13.36	15.81	24.23	17.05	15.72	9.13	10.51
AT3G45420	3.69	4.58	3.67	3.61	3.6	4.11	3.96	4.1	3.58	4.17	3.78	4.43
AT3G45300	114.79	124.56	247.47	92.17	215.12	103.27	133.02	174.69	82.73	129.21	418.47	118.59
AT3G45280	4.02	3.77	3.91	3.4	4.1	3.78	3.22	3.57	4.23	3.53	4.28	3.41
AT3G45280	4.02	3.77	3.91	3.4	4.1	3.78	3.22	3.57	4.23	3.53	4.28	3.41
AT3G45280	4.02	3.77	3.91	3.4	4.1	3.78	3.22	3.57	4.23	3.53	4.28	3.41
AT3G45290	17.09	7.96	10.51	16.67	8.63	13.08	14.36	15.17	11.71	13.11	19.52	13.01
AT3G45260	20.07	31.85	62.95	31.16	40.33	19.12	16.8	29.41	46.5	25.1	44	17.63
AT3G45260	20.07	31.85	62.95	31.16	40.33	19.12	16.8	29.41	46.5	25.1	44	17.63
AT3G45430	7.32	11.82	11.7	18.31	8.89	6.45	9.08	16.7	8.64	18.72	8.43	8.87
AT3G45430	7.32	11.82	11.7	18.31	8.89	6.45	9.08	16.7	8.64	18.72	8.43	8.87
AT3G45430	7.32	11.82	11.7	18.31	8.89	6.45	9.08	16.7	8.64	18.72	8.43	8.87
AT3G45440	4.41	3.94	3.47	4.06	3.94	4.14	4.2	4.16	4.55	4.28	4.79	4.53
AT3G45440	4.41	3.94	3.47	4.06	3.94	4.14	4.2	4.16	4.55	4.28	4.79	4.53
AT3G45440	4.41	3.94	3.47	4.06	3.94	4.14	4.2	4.16	4.55	4.28	4.79	4.53
AT3G45440	4.41	3.94	3.47	4.06	3.94	4.14	4.2	4.16	4.55	4.28	4.79	4.53
AT3G45460	5.18	6.01	5.9	5.55	6.29	6.34	5.49	7.63	5.83	4.8	6.16	4.14
AT3G45480	5.08	4.27	3.69	3.77	3.88	3.4	3	4.16	4.38	3.8	4.07	3.96
AT3G45510	4.23	3.75	4.66	4.02	5.09	4.14	3.54	3.59	4.01	4.1	3.94	3.7
AT3G45490	5.01	5.37	4.56	4.87	6.54	4.81	5.34	5.07	5.37	4.58	5.22	4.53
AT3G45500	4.88	5.63	5.81	5.87	5.16	5.77	4.53	5.76	4.35	5.02	7.32	5.38
AT3G45530	5.12	4.44	4.16	4.91	4.57	3.94	4.61	4.58	4.05	4.19	3.75	3.61
AT3G45540	5.61	6.3	5	4.78	5.39	4.63	6	5.26	5.04	4.13	4.34	4.32
AT3G45540	5.61	6.3	5	4.78	5.39	4.63	6	5.26	5.04	4.13	4.34	4.32
AT3G45560	3.49	3.79	3.63	4.26	4.18	4.72	4.06	4.21	3.79	3.23	3.91	3.59
AT3G45610	6.33	9.79	5.64	5.46	5.25	4.79	7.26	6.04	6.95	7.05	6.92	6.86
AT3G45620	105.86	84.52	77.65	80.1	115.58	135.01	114.39	101.24	59.59	66.2	141.55	155.57
AT3G45620	105.86	84.52	77.65	80.1	115.58	135.01	114.39	101.24	59.59	66.2	141.55	155.57
AT3G45630	34.56	53.58	44.41	25.18	30.36	27.77	30.8	39.13	31.09	39.87	24.81	33.21
AT3G45630	34.56	53.58	44.41	25.18	30.36	27.77	30.8	39.13	31.09	39.87	24.81	33.21
AT3G45670	3.42	2.76	3.02	3.32	2.95	2.81	2.95	2.68	3.04	2.94	2.76	2.79
AT3G45600	422.99	469.6	674.84	443.54	382.79	473.44	440.25	470.88	736.15	587.06	487.31	408.68
AT3G45640	702.43	473.72	884.89	654.18	1142.64	969.55	741.36	832.11	866.56	768.3	1812.73	1106.51
AT3G45590	10.42	10.49	12.6	10.64	18.51	13.04	15.55	10.98	15.22	14.39	19.4	18.2
AT3G45590	10.42	10.49	12.6	10.64	18.51	13.04	15.55	10.98	15.22	14.39	19.4	18.2
AT3G45680	11.99	28.35	12.04	12.35	11.45	12.37	14.74	12.36	12.59	9.99	9.48	10.25
AT3G45690	3.81	4.26	4.12	5.27	4.57	3.83	3.62	4.5	5	3.81	4.56	4.04
AT3G45330	3.75	4.05	4.45	3.78	4.42	3.8	3.97	3.29	4.71	4.24	3.43	3.6
AT3G45390	3.49	3.23	3.51	4.22	3.57	4.51	3.17	3.04	3.84	3.4	3.61	2.97
AT3G45000	4.4	4.64	5.34	4.98	4.32	4.37	4.55	4.03	4.33	3.36	4.55	4.01
AT3G45000	4.4	4.64	5.34	4.98	4.32	4.37	4.55	4.03	4.33	3.36	4.55	4.01
AT3G45040	109.09	94.81	97.92	64.16	105.11	101.44	91.56	100.61	98.33	79.29	132.7	93.22
AT3G45040	109.09	94.81	97.92	64.16	105.11	101.44	91.56	100.61	98.33	79.29	132.7	93.22
AT3G45040	109.09	94.81	97.92	64.16	105.11	101.44	91.56	100.61	98.33	79.29	132.7	93.22
AT3G45050	228.51	230.28	228.06	452.71	206.33	170.68	192.4	300.04	258.11	294.71	224.96	211.31
AT3G45050	228.51	230.28	228.06	452.71	206.33	170.68	192.4	300.04	258.11	294.71	224.96	211.31
AT3G45050	228.51	230.28	228.06	452.71	206.33	170.68	192.4	300.04	258.11	294.71	224.96	211.31
AT3G45050	228.51	230.28	228.06	452.71	206.33	170.68	192.4	300.04	258.11	294.71	224.96	211.31
AT3G45060	5.24	5.87	5.91	5.32	7.4	5.15	5.24	5.3	5.3	5.02	6.74	5.56
AT3G45010	361.26	247.57	198.49	145.58	256.71	350.86	364.13	200.47	150.2	161.65	173.43	330.33
AT3G44990	245.07	756.8	400.82	1214.86	174.09	796.36	315.02	1118.99	725.27	1096.99	151.92	574.64
AT3G45090	16.64	26.73	15.21	13.06	20.7	14.53	16.39	16.69	14.67	19.14	13.05	15.64
AT3G45090	16.64	26.73	15.21	13.06	20.7	14.53	16.39	16.69	14.67	19.14	13.05	15.64
AT3G45110	5.83	5.19	5.91	6.74	5.68	5.26	5.11	6.52	5.28	5.96	5.66	4.88
AT3G45130	5.86	5.06	4.91	5.42	8.75	6.28	6	5.77	5.53	4.31	5.87	4.84
AT3G45130	5.86	5.06	4.91	5.42	8.75	6.28	6	5.77	5.53	4.31	5.87	4.84
AT3G45130	5.72	4.87	5.24	6	5.7	6.31	5.33	5.9	5.33	4.34	5.32	5.44
AT3G45130	5.72	4.87	5.24	6	5.7	6.31	5.33	5.9	5.33	4.34	5.32	5.44
AT3G45130	5.72	4.87	5.24	6	5.7	6.31	5.33	5.9	5.33	4.34	5.32	5.44
AT3G45130	5.72	4.87	5.24	6	5.7	6.31	5.33	5.9	5.33	4.34	5.32	5.44
AT3G45130	5.72	4.87	5.24	6	5.7	6.31	5.33	5.9	5.33	4.34	5.32	5.44
AT3G45160	85.53	217.25	134.62	180.07	379.44	89.91	68.4	142.81	339.87	243.97	147.08	170.93
AT3G45190	67.04	129.82	48.34	46.12	35.69	60.91	75.74	106.09	52.4	58.05	63.76	70.82
AT3G45190	67.04	129.82	48.34	46.12	35.69	60.91	75.74	106.09	52.4	58.05	63.76	70.82
AT3G45220	4.04	3.23	3.45	4.49	3.22	3.79	4.23	4.29	4.03	3.23	3.47	2.89
AT3G45230	89.36	135.88	199.5	164.54	83.92	80.72	103.87	148.7	189.28	173.22	98.32	79.04
AT3G45240	107.34	101.75	114.26	132	68.42	105.05	132.14	93.52	103.96	143.41	89.52	125.6
AT3G45240	107.34	101.75	114.26	132	68.42	105.05	132.14	93.52	103.96	143.41	89.52	125.6
AT3G45240	107.34	101.75	114.26	132	68.42	105.05	132.14	93.52	103.96	143.41	89.52	125.6
AT3G45100	23.88	20.21	20.42	18.4	21.12	14.75	25.85	28.76	25.69	21.32	35.5	22.69
AT3G45100	23.88	20.21	20.42	18.4	21.12	14.75	25.85	28.76	25.69	21.32	35.5	22.69
AT3G45100	23.88	20.21	20.42	18.4	21.12	14.75	25.85	28.76	25.69	21.32	35.5	22.69
AT3G45140	435.34	659.99	350.06	2128.78	1211.23	1281.47	553.98	440.45	665.47	1759.41	1263.18	1166.88
AT3G45140	435.34	659.99	350.06	2128.78	1211.23	1281.47	553.98	440.45	665.47	1759.41	1263.18	1166.88
AT3G45210	244.25	143.46	74.08	81.83	125.01	149.67	183.58	153.13	75.16	89.89	117.04	121.74
AT3G45310	292.19	190.54	212.54	230.7	350.63	338.25	371.09	174.51	188.85	241.08	326.02	278.72
AT3G45310	292.19	190.54	212.54	230.7	350.63	338.25	371.09	174.51	188.85	241.08	326.02	278.72
AT3G45320	3.75	2.81	3.77	3.92	4.23	4	3.45	3.73	3.59	3.72	3.25	3.33
AT3G44735	531.86	139.42	121.09	142.37	79.1	198.39	254.73	175.18	97.16	160.93	124.42	194.24
AT3G44735	531.86	139.42	121.09	142.37	79.1	198.39	254.73	175.18	97.16	160.93	124.42	194.24
AT3G44750	314.09	144.4	107.88	287.12	281.82	423.87	446.26	85.01	184.48	269.3	202.85	595.35
AT3G44750	314.09	144.4	107.88	287.12	281.82	423.87	446.26	85.01	184.48	269.3	202.85	595.35
AT3G44940	8.73	9.03	7.07	8.49	9.64	7.37	8.75	8.51	9.52	9.41	6.8	8.12
AT3G44950	6.49	5.87	6.81	6.1	8.02	5.64	6.97	6.48	5.75	5.96	6.79	5
AT3G44960	4	4.5	3.79	4.47	5.28	4.51	4.29	4.67	4.09	5.51	4.64	4.77
AT3G44960	4	4.5	3.79	4.47	5.28	4.51	4.29	4.67	4.09	5.51	4.64	4.77
AT3G44960	4	4.5	3.79	4.47	5.28	4.51	4.29	4.67	4.09	5.51	4.64	4.77
AT3G44960	4	4.5	3.79	4.47	5.28	4.51	4.29	4.67	4.09	5.51	4.64	4.77
AT3G44960	4	4.5	3.79	4.47	5.28	4.51	4.29	4.67	4.09	5.51	4.64	4.77
AT3G44970	306.94	279.74	66.81	117.79	45.22	170.53	207.81	211.73	114.13	118.96	43.45	107.2
AT3G44970	306.94	279.74	66.81	117.79	45.22	170.53	207.81	211.73	114.13	118.96	43.45	107.2
AT3G44980	4.36	4.36	4.7	4.66	5.03	4.46	5.2	4.11	4.92	4.67	5.4	3.83
AT3G44510	4.58	4.92	4.31	5.47	4.39	3.99	3.87	4.62	3.64	4.27	3.37	4.97
AT3G44510	4.58	4.92	4.31	5.47	4.39	3.99	3.87	4.62	3.64	4.27	3.37	4.97
AT3G44510	4.58	4.92	4.31	5.47	4.39	3.99	3.87	4.62	3.64	4.27	3.37	4.97
AT3G44510	4.58	4.92	4.31	5.47	4.39	3.99	3.87	4.62	3.64	4.27	3.37	4.97
AT3G44510	4.58	4.92	4.31	5.47	4.39	3.99	3.87	4.62	3.64	4.27	3.37	4.97
AT3G44510	5.05	4.41	5.53	5.34	4.85	5.79	5.28	4.77	5.12	3.96	4.4	4.73
AT3G44510	5.05	4.41	5.53	5.34	4.85	5.79	5.28	4.77	5.12	3.96	4.4	4.73
AT3G44510	5.05	4.41	5.53	5.34	4.85	5.79	5.28	4.77	5.12	3.96	4.4	4.73
AT3G44510	5.05	4.41	5.53	5.34	4.85	5.79	5.28	4.77	5.12	3.96	4.4	4.73
AT3G44510	5.05	4.41	5.53	5.34	4.85	5.79	5.28	4.77	5.12	3.96	4.4	4.73
AT3G44530	18.62	23.69	18.2	20.96	23.1	22.93	20.59	19.92	23.93	19.52	25.57	19.45
AT3G44530	18.62	23.69	18.2	20.96	23.1	22.93	20.59	19.92	23.93	19.52	25.57	19.45
AT3G44530	18.62	23.69	18.2	20.96	23.1	22.93	20.59	19.92	23.93	19.52	25.57	19.45
AT3G44530	18.62	23.69	18.2	20.96	23.1	22.93	20.59	19.92	23.93	19.52	25.57	19.45
AT3G44540	12.69	14.96	15.5	11.16	6.5	10.13	14.81	12.19	8.93	6.62	4.15	8.15
AT3G44540	12.69	14.96	15.5	11.16	6.5	10.13	14.81	12.19	8.93	6.62	4.15	8.15
AT3G44540	12.69	14.96	15.5	11.16	6.5	10.13	14.81	12.19	8.93	6.62	4.15	8.15
AT3G44550	25.45	9.62	8.1	9.3	10.52	27.09	28.38	10.55	7.23	6.72	5.44	18.01
AT3G44550	25.45	9.62	8.1	9.3	10.52	27.09	28.38	10.55	7.23	6.72	5.44	18.01
AT3G44560	3.77	4	3.92	4.48	3.68	3.54	3.63	3.72	4.45	3.2	4.5	3.21
AT3G44560	3.77	4	3.92	4.48	3.68	3.54	3.63	3.72	4.45	3.2	4.5	3.21
AT3G44560	3.77	4	3.92	4.48	3.68	3.54	3.63	3.72	4.45	3.2	4.5	3.21
AT3G44570	2.89	2.72	2.71	2.77	2.89	2.96	2.58	3.25	3.13	2.91	3.16	2.73
AT3G44580	3.93	4.15	4.51	3.82	4.16	4.27	4.05	4.04	4.72	3.84	4.61	3.28
AT3G44590	793.71	835.12	637.72	875.52	1049.06	1075.76	840.84	642.16	762.63	883.9	643.97	1156.89
AT3G44590	793.71	835.12	637.72	875.52	1049.06	1075.76	840.84	642.16	762.63	883.9	643.97	1156.89
AT3G44600	57.67	51.43	40.79	66.22	54.53	76.68	68.72	47.15	56.49	61.84	57.72	77.05
AT3G44460	3.8	3.8	4.23	3.99	3.63	4.19	3.44	3.78	3.86	3.97	3.4	3.39
AT3G44610	11.03	22	9.09	6.64	8.49	5.5	9.06	26.26	11.76	10.19	7.74	5.97
AT3G44620	257.22	341.4	408.21	395.95	354.39	254.13	251.37	388.24	446.67	416.75	284.41	315.65
AT3G44620	257.22	341.4	408.21	395.95	354.39	254.13	251.37	388.24	446.67	416.75	284.41	315.65
AT3G44630	294.28	234.09	54.34	85.31	52.73	177.72	286.34	270.96	71.15	109.9	74.89	242.12
AT3G44630	294.28	234.09	54.34	85.31	52.73	177.72	286.34	270.96	71.15	109.9	74.89	242.12
AT3G44630	294.28	234.09	54.34	85.31	52.73	177.72	286.34	270.96	71.15	109.9	74.89	242.12
AT3G44630	294.28	234.09	54.34	85.31	52.73	177.72	286.34	270.96	71.15	109.9	74.89	242.12
AT3G44680	48.75	21.85	29.19	27.9	38.1	70.14	43.53	16.68	19.35	27.83	35.29	45.43
AT3G44690	4.84	4.35	4.69	5.43	5.1	6.62	4.95	5.44	5.35	5.32	4.94	5.84
AT3G44690	4.84	4.35	4.69	5.43	5.1	6.62	4.95	5.44	5.35	5.32	4.94	5.84
AT3G44695	3.35	4.03	4.01	4.24	3.67	3.49	3.64	3.17	3.92	3.69	4.2	3.96
AT3G44720	111.29	37.46	27.31	31.08	100.86	137.41	92.3	41.63	28.49	24.94	46.31	101.71
AT3G44730	7.18	7.19	6.8	7.96	9.18	7.66	7.74	6.6	7.67	6.49	5.73	6.97
AT3G44730	7.18	7.19	6.8	7.96	9.18	7.66	7.74	6.6	7.67	6.49	5.73	6.97
AT3G44730	7.18	7.19	6.8	7.96	9.18	7.66	7.74	6.6	7.67	6.49	5.73	6.97
AT3G44730	7.18	7.19	6.8	7.96	9.18	7.66	7.74	6.6	7.67	6.49	5.73	6.97
AT3G44740	11.3	9.87	7.69	10.82	12.48	9.43	9.17	9.36	10.08	9	7.66	13.94
AT3G44740	11.3	9.87	7.69	10.82	12.48	9.43	9.17	9.36	10.08	9	7.66	13.94
AT3G44740	11.3	9.87	7.69	10.82	12.48	9.43	9.17	9.36	10.08	9	7.66	13.94
AT3G44740	11.3	9.87	7.69	10.82	12.48	9.43	9.17	9.36	10.08	9	7.66	13.94
AT3G44740	11.3	9.87	7.69	10.82	12.48	9.43	9.17	9.36	10.08	9	7.66	13.94
AT3G44760	4.22	3.85	4.11	4.01	3.79	3.89	2.87	4.45	3.97	3.61	5.16	3.36
AT3G44770	3.84	3.51	3.85	3.89	3.92	3.67	3.97	4.01	4	3.8	3.61	3.76
AT3G44780	3.69	4.03	3.68	4.63	4.41	5.06	3.66	3.81	4.89	3.35	3.71	3.72
AT3G44430	125.31	49.7	53.26	64.95	76.16	127	105.14	40.76	47.37	96.72	60.28	93.24
AT3G44440	29.2	26.44	25.9	35.22	46.64	23.55	18.05	31.17	32.17	20.76	53.3	18.46
AT3G44450	111.73	146.55	108.44	51.26	5.86	69.22	68.13	184.4	114.85	26.48	15.69	68.76
AT3G44340	297.79	397.84	385.12	390.63	367.99	390.59	353.37	381.28	347.91	438.32	412.17	362.16
AT3G44340	297.79	397.84	385.12	390.63	367.99	390.59	353.37	381.28	347.91	438.32	412.17	362.16
AT3G44340	297.79	397.84	385.12	390.63	367.99	390.59	353.37	381.28	347.91	438.32	412.17	362.16
AT3G44340	297.79	397.84	385.12	390.63	367.99	390.59	353.37	381.28	347.91	438.32	412.17	362.16
AT3G44340	297.79	397.84	385.12	390.63	367.99	390.59	353.37	381.28	347.91	438.32	412.17	362.16
AT3G44070	4.09	3.51	4.02	3.77	3.93	4.16	3.16	3.81	4.7	3.77	3.8	3.37
AT3G44070	4.09	3.51	4.02	3.77	3.93	4.16	3.16	3.81	4.7	3.77	3.8	3.37
AT3G44080	3.98	3.65	4.12	4.08	5.25	4.02	3.4	4.11	4.05	3.47	4.17	3.47
AT3G44140	18.56	21.27	21.99	20.51	27.93	19.44	17.88	21.04	27.08	17.09	29.85	16.18
AT3G44180	5.11	4.66	4.03	4.72	4.09	3.7	4.17	4.66	4.18	4.12	4.49	4.42
AT3G44200	93.06	108.74	103.81	87.41	62.67	77.94	64.88	84.87	151.06	82.99	58.31	60.46
AT3G44200	93.06	108.74	103.81	87.41	62.67	77.94	64.88	84.87	151.06	82.99	58.31	60.46
AT3G44210	4.83	4.23	4.66	4.58	4.22	4.21	3.82	4.23	4.36	4.07	7.26	3.86
AT3G44100	813.39	1046.92	679.45	750.9	621.2	751.2	851.84	1091.4	892.57	783.55	660.27	701.92
AT3G44110	1656.36	1609.4	1252.39	1885.91	1570.56	1800.1	2020.33	1421.99	1296.86	1759.69	1200.46	1551.74
AT3G44190	252.24	319.5	410.31	281.54	239.57	247.64	229.24	330.55	265.07	232.59	236.76	230.8
AT3G44190	252.24	319.5	410.31	281.54	239.57	247.64	229.24	330.55	265.07	232.59	236.76	230.8
AT3G44230	5.23	3.11	3.97	3.87	5.05	3.7	3.3	3.84	3.79	3.78	4.66	3.88
AT3G44240	3.15	2.95	3.57	3.3	3.78	3.34	2.68	3.45	3.92	3.26	3.36	3.37
AT3G44250	5.6	5.91	6.71	6.5	6.22	6.74	4.76	7.6	6.03	5.31	6.42	4.86
AT3G44280	210.11	150.12	235.53	306.43	140.12	228.79	186.43	221.68	179.62	268.8	209.5	231.2
AT3G44280	210.11	150.12	235.53	306.43	140.12	228.79	186.43	221.68	179.62	268.8	209.5	231.2
AT3G44320	39.54	43.46	59.97	103.93	64.46	77.13	57.34	37.96	64.32	68.59	51.18	38.46
AT3G44260	70.36	18.45	16.55	20.78	26.84	30.03	15.38	19.98	18.78	18.13	53.78	25.81
AT3G44330	244	146.48	210.31	147.27	258.4	197.05	222.07	112.05	172.51	247.44	155.1	218.88
AT3G44350	3.32	4.34	3.68	4.37	4.1	3.84	3.43	3.27	3.92	3.15	4.57	3.45
AT3G44350	3.32	4.34	3.68	4.37	4.1	3.84	3.43	3.27	3.92	3.15	4.57	3.45
AT3G44370	11.79	11.02	10.78	10.96	8.34	11.08	11.38	9.98	9.09	10.48	11.79	13.39
AT3G44370	11.79	11.02	10.78	10.96	8.34	11.08	11.38	9.98	9.09	10.48	11.79	13.39
AT3G44380	57.02	37.35	28.79	32.21	35.25	74.19	55.86	44.29	45.3	40.37	60.39	79.16
AT3G44400	5.19	5.19	6.92	4.83	4.89	5.98	6.63	3.93	4.29	5.22	4.29	7.14
AT3G44400	5.19	5.19	6.92	4.83	4.89	5.98	6.63	3.93	4.29	5.22	4.29	7.14
AT3G44400	5.19	5.19	6.92	4.83	4.89	5.98	6.63	3.93	4.29	5.22	4.29	7.14
AT3G44400	5.19	5.19	6.92	4.83	4.89	5.98	6.63	3.93	4.29	5.22	4.29	7.14
AT3G44400	5.19	5.19	6.92	4.83	4.89	5.98	6.63	3.93	4.29	5.22	4.29	7.14
AT3G44020	74.79	61.59	47.88	58.7	36.04	40.83	65.19	86.93	44.25	61.8	61.08	64.57
AT3G44050	6.86	9.17	8.14	9.36	9.51	6.65	7.82	6.13	8.69	9.81	6.76	11.16
AT3G43960	49.74	55.63	115.98	148.39	51.87	63.51	45.74	85.87	106.35	160.97	72.97	45.19
AT3G43630	7.25	4.82	5.25	6.06	5.15	4.99	5.06	5.08	5.72	6.17	6.15	5.01
AT3G43660	4.1	3.96	4.14	4.47	6.31	4.58	3.85	4.93	4.99	4.15	5.37	3.66
AT3G43670	39.96	21.77	91.96	87.73	63.27	63.92	40.49	37.15	57.66	139.16	79.16	50.6
AT3G43700	12.29	14.62	17.64	17.48	15.83	13.07	14.43	21.92	33.97	20.64	16.71	15.85
AT3G43700	12.29	14.62	17.64	17.48	15.83	13.07	14.43	21.92	33.97	20.64	16.71	15.85
AT3G43700	12.29	14.62	17.64	17.48	15.83	13.07	14.43	21.92	33.97	20.64	16.71	15.85
AT3G43740	188.1	188.16	214.84	248.18	201.51	264.09	175.27	186.08	155.84	263.15	289.26	304.75
AT3G43740	188.1	188.16	214.84	248.18	201.51	264.09	175.27	186.08	155.84	263.15	289.26	304.75
AT3G43750	3.69	3.61	3.52	4.2	3.23	4.46	3.21	3.21	3.39	3.42	4.23	2.93
AT3G43790	6.41	7.61	13.17	11.02	11.13	7.3	8.19	8.54	10.79	12.57	11.47	7.61
AT3G43790	6.41	7.61	13.17	11.02	11.13	7.3	8.19	8.54	10.79	12.57	11.47	7.61
AT3G43790	6.41	7.61	13.17	11.02	11.13	7.3	8.19	8.54	10.79	12.57	11.47	7.61
AT3G43790	6.41	7.61	13.17	11.02	11.13	7.3	8.19	8.54	10.79	12.57	11.47	7.61
AT3G43790	6.41	7.61	13.17	11.02	11.13	7.3	8.19	8.54	10.79	12.57	11.47	7.61
AT3G43840	3.84	3.94	4.01	4.4	5.07	4.06	3.8	3.8	4.12	4.28	4.74	4.81
AT3G43840	3.84	3.94	4.01	4.4	5.07	4.06	3.8	3.8	4.12	4.28	4.74	4.81
AT3G43860	3.36	4.05	4.16	3.13	3.77	3.47	3.88	3.29	4.52	3.38	3.23	3.27
AT3G43860	3.36	4.05	4.16	3.13	3.77	3.47	3.88	3.29	4.52	3.38	3.23	3.27
AT3G43720	3240.5	1972.51	1724.74	1885.05	1507.53	2143.14	2276.64	2456.75	1685.68	1801.54	1708.24	1974.63
AT3G43720	3240.5	1972.51	1724.74	1885.05	1507.53	2143.14	2276.64	2456.75	1685.68	1801.54	1708.24	1974.63
AT3G43800	363.83	478.49	431.61	683.87	261.77	523.3	357.63	462.62	457.04	659.03	521.54	431.43
AT3G43810	667.85	831.05	1073.62	1000.66	947.15	944.16	885.26	856.1	989.78	1033.38	1048.62	915.67
AT3G43810	667.85	831.05	1073.62	1000.66	947.15	944.16	885.26	856.1	989.78	1033.38	1048.62	915.67
AT3G43810	667.85	831.05	1073.62	1000.66	947.15	944.16	885.26	856.1	989.78	1033.38	1048.62	915.67
AT3G43810	667.85	831.05	1073.62	1000.66	947.15	944.16	885.26	856.1	989.78	1033.38	1048.62	915.67
AT3G43880	6.47	5.25	6.12	5.88	8.54	5.74	4.9	5.15	5.04	5.05	5.64	5.37
AT3G43920	5.13	6.66	5.98	7.76	6.09	4.99	6.46	5.77	8.95	8.15	7.53	6.37
AT3G43920	5.13	6.66	5.98	7.76	6.09	4.99	6.46	5.77	8.95	8.15	7.53	6.37
AT3G43920	5.13	6.66	5.98	7.76	6.09	4.99	6.46	5.77	8.95	8.15	7.53	6.37
AT3G43920	5.13	6.66	5.98	7.76	6.09	4.99	6.46	5.77	8.95	8.15	7.53	6.37
AT3G43920	5.13	6.66	5.98	7.76	6.09	4.99	6.46	5.77	8.95	8.15	7.53	6.37
AT3G43920	5.13	6.66	5.98	7.76	6.09	4.99	6.46	5.77	8.95	8.15	7.53	6.37
AT3G43930	3.33	3.46	3.04	4.05	3.97	3.6	3.11	2.78	3.6	3.11	4.11	2.95
AT3G43930	3.33	3.46	3.04	4.05	3.97	3.6	3.11	2.78	3.6	3.11	4.11	2.95
AT3G43930	3.33	3.46	3.04	4.05	3.97	3.6	3.11	2.78	3.6	3.11	4.11	2.95
AT3G43940	4.94	4.76	4.82	4.75	5.74	4.98	4.65	4.41	6.25	4.2	4.87	4.66
AT3G43950	3.55	3.3	3.71	4.17	4.1	3.87	3.85	4.08	3.45	3.67	3.99	3.31
AT3G43970	4.6	4.44	4.58	4.26	5.64	4.6	3.51	4.27	4.92	3.87	5.38	3.99
AT3G43970	4.6	4.44	4.58	4.26	5.64	4.6	3.51	4.27	4.92	3.87	5.38	3.99
AT3G43990	4.21	3.22	4	4.15	3.5	3.41	3.5	3.5	3.46	3.48	3.41	3.23
AT3G43520	493.42	576.88	518.8	453.63	473.99	520.34	450.48	492.29	473.85	498	431.6	503.3
AT3G43540	272.41	248.97	307.12	309.8	225.76	233.72	255.85	332.01	300	264.06	224.56	302.04
AT3G43540	272.41	248.97	307.12	309.8	225.76	233.72	255.85	332.01	300	264.06	224.56	302.04
AT3G43110	5.76	5.55	5.2	5.27	5.03	4.71	6.17	5.95	4.23	4.39	4.39	5.51
AT3G43120	4.01	3.79	4.51	4.09	4.8	4.36	4.23	4.49	5.22	4.11	4.39	3.41
AT3G43160	3.3	4.21	3.03	3.75	3.89	3.69	3.71	4.54	3.96	4.09	5.26	3.85
AT3G43170	5.38	5.31	4.62	4.39	5.78	5.09	4.62	4.56	5.25	4.52	4.74	4.58
AT3G43210	5.01	6.18	5.61	6.32	4.7	4.74	6.1	5.86	8.88	7.13	6.39	5.31
AT3G43210	5.01	6.18	5.61	6.32	4.7	4.74	6.1	5.86	8.88	7.13	6.39	5.31
AT3G43210	5.01	6.18	5.61	6.32	4.7	4.74	6.1	5.86	8.88	7.13	6.39	5.31
AT3G43210	5.01	6.18	5.61	6.32	4.7	4.74	6.1	5.86	8.88	7.13	6.39	5.31
AT3G43210	5.01	6.18	5.61	6.32	4.7	4.74	6.1	5.86	8.88	7.13	6.39	5.31
AT3G43220	149.62	173.62	139.42	153	94	108.35	170.34	227.61	139.74	145.04	112.9	146.47
AT3G43220	149.62	173.62	139.42	153	94	108.35	170.34	227.61	139.74	145.04	112.9	146.47
AT3G43220	149.62	173.62	139.42	153	94	108.35	170.34	227.61	139.74	145.04	112.9	146.47
AT3G43240	24.38	25.22	26.74	29.25	25.43	25.54	28.76	29.51	35.43	29.9	30.15	24.93
AT3G43250	3.62	3.98	3.78	4.36	3.79	3.67	3.18	3.55	5.22	3.61	4.56	3.75
AT3G43270	17.62	48.87	44.48	33.83	92.11	40.21	31.91	32.6	73.79	65.77	116.69	36.33
AT3G43280	2.95	2.95	2.66	2.97	2.99	2.89	2.98	2.62	2.86	2.61	2.57	2.49
AT3G43290	5.78	5.54	5.08	5.2	5.78	5.75	5.16	5.37	5.27	4.81	4.4	4.11
AT3G43300	215.33	214.15	322.12	251.62	290.05	166.68	255.26	190.77	274.1	281.84	236.82	287.45
AT3G43300	215.33	214.15	322.12	251.62	290.05	166.68	255.26	190.77	274.1	281.84	236.82	287.45
AT3G43300	215.33	214.15	322.12	251.62	290.05	166.68	255.26	190.77	274.1	281.84	236.82	287.45
